instance,features,values,scores
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
10             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
10     1.367399      -1.77926                  -1.818599  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -0.9838438483563932, -1.7792596891790744, -0.49630400948336617, 0.4214539080410668, -1.1406223569845264, -1.81859854769385, 1.3673986785078533]","[-7.4267266392678035, -7.206601693047715, -5.409213882247408, 3.7519646652993965, -3.6182862526269877, -1.2532490720361078, -0.6080057130850192, -0.06815708633710013]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
11              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
11     0.464621      1.231324                  -1.170532  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Glazing_Area_Distribution', 'Orientation', 'Wall_Area']","[-0.6757701577126913, 1.0164214592291214, 1.2313237049813155, 0.2645715506234637, -0.41419528314477305, -1.1705315086433428, 0.4646214864607328, 0.5661415598030419]","[7.555047225944617, 7.233549497823032, 4.890585869288819, -2.130582022041748, 1.6116116620777798, -0.38882900036890766, -0.20858102761797218, 0.16236643753881846]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
12             -0.971851      0.978553   -0.00278   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
12     0.464621     -1.026614                   1.421737  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Glazing_Area', 'Surface_Area', 'Glazing_Area_Distribution', 'Orientation', 'Wall_Area']","[-0.9718512345501338, 0.957784475498303, -0.9838438483563932, -1.0266138406389769, 0.9785533688316267, 1.421736647558686, 0.4646214864607328, -0.0027797457928142055]","[9.474488840601794, -7.566441509249558, -7.132301042336058, -5.285385181617841, -3.0958184417926615, 0.4505817989837616, 0.1943662135991491, -0.06692170413936517]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
13              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
13    -0.438156      1.231324                  -0.522464  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[-0.6757701577126913, 1.0164214592291214, 1.2313237049813155, 0.2645715506234637, -0.41419528314477305, 0.5661415598030419, -0.43815570558638767, -0.5224644695928357]","[7.580064162880274, 7.055742846367637, 5.4218772412836245, -2.1550902561734326, 1.171738256349601, 0.5848421460665585, -0.15898411138024066, -0.11667717748846922]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
14              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
14    -0.438156      1.231324                   1.421737  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Glazing_Area_Distribution', 'Orientation']","[-0.6757701577126913, 1.0164214592291214, 1.2313237049813155, 0.2645715506234637, -0.41419528314477305, 0.5661415598030419, 1.421736647558686, -0.43815570558638767]","[7.307438688372025, 7.1635674361228965, 4.671590668542266, -2.0636504235244324, 1.1864011487247195, 0.20071665137804348, 0.0403569775752207, -0.026277797665377425]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
15              0.930338     -0.971295  -0.571701   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
15     0.464621     -1.026614                    0.77367  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Wall_Area', 'Glazing_Area_Distribution', 'Orientation']","[0.9303376657169388, -0.6757701577126913, 1.0164214592291214, -0.971294743935333, -1.0266138406389769, -0.5717010513886703, 0.7736696085081787, 0.4646214864607328]","[-11.673213364223832, 7.562688396327681, 7.232216978696551, 5.871483522823013, -4.934727308330949, -1.3555031599929228, 0.3496170992476155, 0.14894297246298677]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
16             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
16     1.367399     -1.026614                   0.125603  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[0.957784475498303, -0.9838438483563932, -1.0266138406389769, -0.49630400948336617, 0.4214539080410668, -1.1406223569845264, 1.3673986785078533, 0.12560256945767148]","[-7.4839851484515725, -7.377266604153836, -5.067603996790668, 4.260519165985735, -3.217705654028291, -1.277812345379132, 0.27789698937736695, -0.1604601624769708]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
17              1.310775     -1.249844   -0.00278  -1.220288        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
17     1.367399     -1.026614                  -1.170532  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Wall_Area', 'Orientation']","[1.3107754457703538, -1.2202883687830228, 1.0164214592291214, -1.249844474330613, -1.0266138406389769, -1.1705315086433428, -0.0027797457928142055, 1.3673986785078533]","[-11.743954012412587, 7.433738701593975, 7.256724812541711, 5.9265767412643795, -5.378811705483004, -0.10727064372601022, -0.024619380017937082, 0.02055461379581572]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
18             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
18     1.367399      0.102355                    0.77367  ","['Relative_Compactness', 'Overall_Height', 'Roof_Area', 'Surface_Area', 'Wall_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Orientation']","[-1.3522890146035487, -0.9838438483563932, 0.957784475498303, 1.5356528296221867, 1.1350628653988981, 0.1023549321711691, 0.7736696085081787, 1.3673986785078533]","[9.729237957713725, -7.385407570316696, -7.275681659914448, -5.730789451504788, 2.15104867242548, 0.4379685976417537, 0.2343565056849081, -0.051949889127683585]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
19             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
19    -0.438156      0.102355                  -0.522464  ","['Roof_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -0.9838438483563932, -0.49630400948336617, 0.4214539080410668, -1.1406223569845264, 0.1023549321711691, -0.5224644695928357, -0.43815570558638767]","[-7.651649519363701, -7.022812476901506, 4.210887819278096, -3.172066824514065, -1.373208610633916, 0.5362841622033283, 0.09066106972472117, 0.06660915198258031]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
20             -0.686523      0.700004  -0.571701   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
20    -0.438156      0.102355                   0.125603  ","['Roof_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[0.957784475498303, -0.9838438483563932, -0.6865228995100736, 0.7000036384363467, -0.5717010513886703, 0.1023549321711691, -0.43815570558638767, 0.12560256945767148]","[-7.431179355583719, -7.123727599057792, 4.0440888357967495, -3.2851453394678587, -1.365664255268418, 0.5809456010774797, 0.2604405776290696, 0.020694966282379504]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
21              2.071651     -1.806944  -0.571701  -1.492547        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
21    -0.438156      1.231324                  -0.522464  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Wall_Area', 'Glazing_Area_Distribution', 'Orientation']","[2.0716510058771824, -1.4925474743181886, 1.0164214592291214, -1.806943935121173, 1.2313237049813155, -0.5717010513886703, -0.5224644695928357, -0.43815570558638767]","[-11.437408001883359, 7.518658372976532, 7.284147622198998, 5.894302675869523, 4.80861181492969, -1.2499194187737288, -0.3557013489185822, -0.00763070975364863]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
22             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
22    -1.340933     -1.026614                   0.125603  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[0.957784475498303, -0.9838438483563932, -1.0266138406389769, -0.49630400948336617, 0.4214539080410668, -1.1406223569845264, -1.3409328976335082, 0.12560256945767148]","[-7.635174320410714, -7.380354859974955, -4.86213559875173, 4.14610053833646, -3.2463524220187936, -0.8903217919952496, 0.35545449099649734, -0.10733018033851488]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
23              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
23    -1.340933      0.102355                  -0.522464  ","['Roof_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Wall_Area', 'Orientation']","[-0.6757701577126913, 1.0164214592291214, 0.2645715506234637, -0.41419528314477305, 0.1023549321711691, -0.5224644695928357, 0.5661415598030419, -1.3409328976335082]","[7.404535348928284, 7.179536194588106, -2.094830237891054, 1.5960076862565553, 0.4656141521551799, -0.45979013338841945, 0.3718754242157164, 0.02310571130470087]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
24             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
24     1.367399      -1.77926                  -1.818599  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[0.957784475498303, -0.9838438483563932, -1.7792596891790744, -0.21097567444330495, 0.14290417764578683, -1.7095436625803826, 1.3673986785078533, -1.81859854769385]","[-7.7932941555964295, -7.2874492623378195, -5.103206088042757, 3.9629222582404102, 1.5809536519999658, -1.5081548881015192, -0.4317306689403191, -0.38935115322185987]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
25             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
25    -0.438156      1.231324                  -0.522464  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -0.9838438483563932, 1.2313237049813155, -0.49630400948336617, 0.4214539080410668, -1.1406223569845264, -0.5224644695928357, -0.43815570558638767]","[-7.482657054527334, -7.25463919741671, 5.226479271989904, 4.13712401486159, -3.5417937746813632, -1.190584562821503, -0.32782131517777185, -0.05593010728631175]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
26             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
26     1.367399     -1.026614                    0.77367  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[-1.3522890146035487, 0.957784475498303, -0.9838438483563932, 1.5356528296221867, -1.0266138406389769, 1.1350628653988981, 1.3673986785078533, 0.7736696085081787]","[9.220521480660562, -7.622939807991738, -7.0046611107621235, -5.493084389998171, -5.234711128838697, 1.6076615932297664, -0.3412427031699091, 0.26034018360846545]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
27             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
27    -1.340933      1.231324                   1.421737  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Wall_Area', 'Surface_Area', 'Orientation', 'Glazing_Area_Distribution']","[0.957784475498303, -0.9838438483563932, 1.2313237049813155, -0.21097567444330495, -1.7095436625803826, 0.14290417764578683, -1.3409328976335082, 1.421736647558686]","[-7.491259071712279, -7.085625989134389, 5.012618610915747, 4.095515483506869, -1.5090916740075928, 0.9920286467168403, 0.04461370849740198, 0.003710901375129285]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
28             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
28     1.367399     -1.026614                  -1.170532  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -0.9838438483563932, -1.0266138406389769, -0.49630400948336617, 0.4214539080410668, -1.1406223569845264, -1.1705315086433428, 1.3673986785078533]","[-7.468736951179827, -7.148258514393926, -5.245431461581165, 3.9946209141392663, -3.2809661390008156, -1.3973076887933165, -0.29913993529408933, 0.2204253142773798]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
29              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
29    -1.340933      0.102355                   1.421737  ","['Roof_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Orientation']","[-0.6757701577126913, 1.0164214592291214, 0.2645715506234637, -0.41419528314477305, 0.5661415598030419, 0.1023549321711691, 1.421736647558686, -1.3409328976335082]","[7.828718715003034, 6.898948866990173, -2.140340890418845, 1.0605628728318204, 0.8205528506670681, 0.7501906333603491, 0.37309165379448156, -0.04592042085461125]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
30             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
30    -0.438156     -1.026614                   1.421737  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Wall_Area', 'Glazing_Area_Distribution', 'Orientation']","[-1.3522890146035487, 0.957784475498303, -0.9838438483563932, 1.5356528296221867, -1.0266138406389769, 1.1350628653988981, 1.421736647558686, -0.43815570558638767]","[9.550552627109337, -7.251028995994494, -7.192939692802687, -5.6234763869069075, -5.100307688919965, 1.7182746660220847, 0.6514528482734865, 0.28396036358504556]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
31             -0.971851      0.978553   -0.00278   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
31     0.464621      0.102355                   0.125603  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Wall_Area', 'Orientation']","[-0.9718512345501338, 0.957784475498303, -0.9838438483563932, 0.9785533688316267, 0.1023549321711691, 0.12560256945767148, -0.0027797457928142055, 0.4646214864607328]","[9.582649958509041, -7.423743939725547, -7.394956220998289, -3.2700864152011397, 0.7077696891540524, -0.21619550347735003, 0.08975281584533563, 0.025340164904570875]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
32              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
32    -1.340933      1.231324                   0.125603  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[-0.6757701577126913, 1.0164214592291214, 1.2313237049813155, 0.2645715506234637, -0.41419528314477305, 0.5661415598030419, -1.3409328976335082, 0.12560256945767148]","[7.636177986528396, 7.194760325547982, 5.140632855394732, -1.7944670263032627, 1.7556042192315204, 0.3444495258050417, 0.30164310725435617, -0.02336951160780667]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
33             -0.971851      0.978553   -0.00278   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
33     0.464621      0.102355                  -0.522464  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Orientation', 'Wall_Area']","[-0.9718512345501338, 0.957784475498303, -0.9838438483563932, 0.9785533688316267, 0.1023549321711691, -0.5224644695928357, 0.4646214864607328, -0.0027797457928142055]","[9.57919881109902, -7.3292081143119745, -7.208005794133499, -3.1040293134800385, 0.6839597878673709, -0.28000890251572114, 0.1050168516545101, 0.09851900592420389]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
34              2.071651     -1.806944  -0.571701  -1.492547        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
34    -0.438156      0.102355                   0.125603  ","['Relative_Compactness', 'Roof_Area', 'Overall_Height', 'Surface_Area', 'Wall_Area', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[2.0716510058771824, -1.4925474743181886, 1.0164214592291214, -1.806943935121173, -0.5717010513886703, 0.1023549321711691, -0.43815570558638767, 0.12560256945767148]","[-11.634859957026954, 7.557012457588497, 7.2922299140292335, 6.035369595593335, -1.2599636333080886, 0.5384973255757906, -0.05533865630328556, 0.03264723799777472]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
35             -0.020757     -0.135646   2.272905  -1.220288        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
35    -1.340933      0.102355                   0.125603  ","['Roof_Area', 'Overall_Height', 'Relative_Compactness', 'Wall_Area', 'Surface_Area', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[-1.2202883687830228, 1.0164214592291214, -0.020756784416597472, 2.2729054765906103, -0.1356455527494931, 0.1023549321711691, -1.3409328976335082, 0.12560256945767148]","[7.586368155842949, 7.11127417794201, -2.064855849316159, 1.6362092780900348, 1.5104123237684695, 0.7379360816032459, -0.059276961508661026, 0.0012436278305334996]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
36             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
36    -1.340933      1.231324                   0.125603  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Relative_Compactness', 'Wall_Area', 'Surface_Area', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -0.9838438483563932, 1.2313237049813155, -0.21097567444330495, -1.7095436625803826, 0.14290417764578683, 0.12560256945767148, -1.3409328976335082]","[-7.397701427968865, -7.3543190877830655, 4.65557418195429, 4.024075144651382, -1.5410947604662775, 1.3972911972492035, -0.17448620608397367, 0.017178161689123228]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
37             -0.020757     -0.135646   2.272905  -1.220288        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
37    -1.340933      0.102355                   1.421737  ","['Roof_Area', 'Overall_Height', 'Relative_Compactness', 'Wall_Area', 'Surface_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Orientation']","[-1.2202883687830228, 1.0164214592291214, -0.020756784416597472, 2.2729054765906103, -0.1356455527494931, 0.1023549321711691, 1.421736647558686, -1.3409328976335082]","[7.542145911915626, 7.303099068407271, -2.3254094188251373, 1.7951135773298101, 1.3121372572750003, 0.4842152214897179, 0.03553428104853453, 0.02215800273911418]"
