instance,features,values,scores
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
10             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
10     1.367399      -1.77926                  -1.818599  ","['Overall_Height', 'Glazing_Area', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, -1.7792596891790744, 0.957784475498303, -1.1406223569845264, 0.4214539080410668, -0.49630400948336617, 1.3673986785078533, -1.81859854769385]","[-3.050391753506914, -2.637855839680755, -2.4567939238643524, -1.9592579130738876, -0.5642270974452606, -0.3800057967253698, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
11              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
11     0.464621      1.231324                  -1.170532  ","['Overall_Height', 'Glazing_Area', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[1.0164214592291214, 1.2313237049813155, -0.6757701577126913, 0.5661415598030419, -0.41419528314477305, 0.2645715506234637, 0.4646214864607328, -1.1705315086433428]","[2.705064385185379, 1.758570559787156, 1.3132223275899015, 1.2351843365031066, 0.25349333363482973, 0.0586733336935259, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
12             -0.971851      0.978553   -0.00278   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
12     0.464621     -1.026614                   1.421737  ","['Overall_Height', 'Roof_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, -1.0266138406389769, 0.9785533688316267, -0.9718512345501338, -0.0027797457928142055, 0.4646214864607328, 1.421736647558686]","[-3.0503917535069185, -2.456793923864355, -1.5387492398137699, -1.1093740514986488, -0.6541802532371852, 0.17037025331077382, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
13              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
13    -0.438156      1.231324                  -0.522464  ","['Overall_Height', 'Glazing_Area', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[1.0164214592291214, 1.2313237049813155, -0.6757701577126913, 0.5661415598030419, -0.41419528314477305, 0.2645715506234637, -0.43815570558638767, -0.5224644695928357]","[2.705064385185379, 1.758570559787156, 1.3132223275899015, 1.2351843365031066, 0.25349333363482973, 0.0586733336935259, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
14              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
14    -0.438156      1.231324                   1.421737  ","['Overall_Height', 'Glazing_Area', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[1.0164214592291214, 1.2313237049813155, -0.6757701577126913, 0.5661415598030419, -0.41419528314477305, 0.2645715506234637, -0.43815570558638767, 1.421736647558686]","[2.705064385185379, 1.758570559787156, 1.3132223275899015, 1.2351843365031066, 0.25349333363482973, 0.0586733336935259, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
15              0.930338     -0.971295  -0.571701   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
15     0.464621     -1.026614                    0.77367  ","['Overall_Height', 'Glazing_Area', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[1.0164214592291214, -1.0266138406389769, -0.6757701577126913, -0.5717010513886703, -0.971294743935333, 0.9303376657169388, 0.4646214864607328, 0.7736696085081787]","[2.705064385185373, -1.5387492398137608, 1.3132223275898984, -0.8944438298815611, 0.7986402876882179, 0.4425175728100721, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
16             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
16     1.367399     -1.026614                   0.125603  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, -1.1406223569845264, -1.0266138406389769, 0.4214539080410668, -0.49630400948336617, 1.3673986785078533, 0.12560256945767148]","[-3.050391753506923, -2.4567939238643515, -1.9592579130738867, -1.5387492398137725, -0.564227097445257, -0.3800057967253698, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
17              1.310775     -1.249844   -0.00278  -1.220288        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
17     1.367399     -1.026614                  -1.170532  ","['Overall_Height', 'Roof_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[1.0164214592291214, -1.2202883687830228, -1.0266138406389769, -1.249844474330613, 1.3107754457703538, -0.0027797457928142055, 1.3673986785078533, -1.1705315086433428]","[2.7050643851853797, 2.569894411407981, -1.5387492398137783, 1.0712137647149111, 0.6618571380195193, 0.17037025331076627, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
18             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
18     1.367399      0.102355                    0.77367  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, 1.1350628653988981, 1.5356528296221867, -1.3522890146035487, 0.1023549321711691, 1.3673986785078533, 0.7736696085081787]","[-3.050391753506914, -2.4567939238643497, 2.29999841969543, -1.6545210055520436, -0.8735198184466384, 0.10991065998669347, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
19             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
19    -0.438156      0.102355                  -0.522464  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, -1.1406223569845264, 0.4214539080410668, -0.49630400948336617, 0.1023549321711691, -0.43815570558638767, -0.5224644695928357]","[-3.050391753506924, -2.4567939238643532, -1.959257913073888, -0.5642270974452623, -0.3800057967253667, 0.10991065998669125, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
20             -0.686523      0.700004  -0.571701   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
20    -0.438156      0.102355                   0.125603  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, -0.5717010513886703, 0.7000036384363467, -0.6865228995100736, 0.1023549321711691, -0.43815570558638767, 0.12560256945767148]","[-3.050391753506911, -2.4567939238643453, -0.8944438298815651, -0.8368005744719564, -0.4896755793300991, 0.10991065998669791, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
21              2.071651     -1.806944  -0.571701  -1.492547        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
21    -0.438156      1.231324                  -0.522464  ","['Roof_Area', 'Overall_Height', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Wall_Area', 'Orientation', 'Glazing_Area_Distribution']","[-1.4925474743181886, 1.0164214592291214, 1.2313237049813155, -1.806943935121173, 2.0716510058771824, -0.5717010513886703, -0.43815570558638767, -0.5224644695928357]","[3.1982304533170263, 2.7050643851853797, 1.7585705597871621, 1.616360718768295, 1.100536268438411, -0.894443829881562, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
22             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
22    -1.340933     -1.026614                   0.125603  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, -1.1406223569845264, -1.0266138406389769, 0.4214539080410668, -0.49630400948336617, -1.3409328976335082, 0.12560256945767148]","[-3.050391753506923, -2.4567939238643515, -1.9592579130738867, -1.5387492398137725, -0.564227097445257, -0.3800057967253698, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
23              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
23    -1.340933      0.102355                  -0.522464  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Glazing_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[1.0164214592291214, -0.6757701577126913, 0.5661415598030419, -0.41419528314477305, 0.1023549321711691, 0.2645715506234637, -1.3409328976335082, -0.5224644695928357]","[2.705064385185374, 1.313222327589897, 1.2351843365031163, 0.2534933336348306, 0.10991065998669436, 0.058673333693533, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
24             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
24     1.367399      -1.77926                  -1.818599  ","['Overall_Height', 'Wall_Area', 'Glazing_Area', 'Roof_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, -1.7095436625803826, -1.7792596891790744, 0.957784475498303, 0.14290417764578683, -0.21097567444330495, 1.3673986785078533, -1.81859854769385]","[-3.050391753506915, -3.024071996266229, -2.6378558396807508, -2.4567939238643532, -0.2916536204185718, -0.21550112281828238, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
25             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
25    -0.438156      1.231324                  -0.522464  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, -1.1406223569845264, 1.2313237049813155, 0.4214539080410668, -0.49630400948336617, -0.43815570558638767, -0.5224644695928357]","[-3.050391753506916, -2.4567939238643546, -1.9592579130738903, 1.7585705597871675, -0.5642270974452583, -0.3800057967253667, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
26             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
26     1.367399     -1.026614                    0.77367  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Glazing_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, 1.1350628653988981, 1.5356528296221867, -1.0266138406389769, -1.3522890146035487, 1.3673986785078533, 0.7736696085081787]","[-3.0503917535069154, -2.4567939238643532, 2.2999984196954353, -1.6545210055520405, -1.5387492398137663, -0.8735198184466331, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
27             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
27    -1.340933      1.231324                   1.421737  ","['Overall_Height', 'Wall_Area', 'Roof_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, -1.7095436625803826, 0.957784475498303, 1.2313237049813155, 0.14290417764578683, -0.21097567444330495, -1.3409328976335082, 1.421736647558686]","[-3.0503917535069216, -3.024071996266224, -2.4567939238643577, 1.7585705597871746, -0.29165362041857, -0.2155011228182837, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
28             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
28     1.367399     -1.026614                  -1.170532  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, -1.1406223569845264, -1.0266138406389769, 0.4214539080410668, -0.49630400948336617, 1.3673986785078533, -1.1705315086433428]","[-3.050391753506923, -2.4567939238643515, -1.9592579130738867, -1.5387492398137725, -0.564227097445257, -0.3800057967253698, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
29              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
29    -1.340933      0.102355                   1.421737  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Glazing_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[1.0164214592291214, -0.6757701577126913, 0.5661415598030419, -0.41419528314477305, 0.1023549321711691, 0.2645715506234637, -1.3409328976335082, 1.421736647558686]","[2.705064385185374, 1.313222327589897, 1.2351843365031163, 0.2534933336348306, 0.10991065998669436, 0.058673333693533, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
30             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
30    -0.438156     -1.026614                   1.421737  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Glazing_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, 1.1350628653988981, 1.5356528296221867, -1.0266138406389769, -1.3522890146035487, -0.43815570558638767, 1.421736647558686]","[-3.0503917535069154, -2.4567939238643532, 2.2999984196954353, -1.6545210055520405, -1.5387492398137663, -0.8735198184466331, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
31             -0.971851      0.978553   -0.00278   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
31     0.464621      0.102355                   0.125603  ","['Overall_Height', 'Roof_Area', 'Surface_Area', 'Relative_Compactness', 'Wall_Area', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, 0.9785533688316267, -0.9718512345501338, -0.0027797457928142055, 0.1023549321711691, 0.4646214864607328, 0.12560256945767148]","[-3.050391753506916, -2.4567939238643537, -1.1093740514986532, -0.6541802532371874, 0.1703702533107716, 0.1099106599866948, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
32              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
32    -1.340933      1.231324                   0.125603  ","['Overall_Height', 'Glazing_Area', 'Roof_Area', 'Wall_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[1.0164214592291214, 1.2313237049813155, -0.6757701577126913, 0.5661415598030419, -0.41419528314477305, 0.2645715506234637, -1.3409328976335082, 0.12560256945767148]","[2.705064385185379, 1.758570559787156, 1.3132223275899015, 1.2351843365031066, 0.25349333363482973, 0.0586733336935259, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
33             -0.971851      0.978553   -0.00278   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
33     0.464621      0.102355                  -0.522464  ","['Overall_Height', 'Roof_Area', 'Surface_Area', 'Relative_Compactness', 'Wall_Area', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, 0.9785533688316267, -0.9718512345501338, -0.0027797457928142055, 0.1023549321711691, 0.4646214864607328, -0.5224644695928357]","[-3.050391753506916, -2.4567939238643537, -1.1093740514986532, -0.6541802532371874, 0.1703702533107716, 0.1099106599866948, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
34              2.071651     -1.806944  -0.571701  -1.492547        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
34    -0.438156      0.102355                   0.125603  ","['Roof_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Wall_Area', 'Glazing_Area', 'Orientation', 'Glazing_Area_Distribution']","[-1.4925474743181886, 1.0164214592291214, -1.806943935121173, 2.0716510058771824, -0.5717010513886703, 0.1023549321711691, -0.43815570558638767, 0.12560256945767148]","[3.1982304533170156, 2.7050643851853797, 1.6163607187683011, 1.100536268438416, -0.8944438298815611, 0.10991065998669658, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
35             -0.020757     -0.135646   2.272905  -1.220288        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
35    -1.340933      0.102355                   0.125603  ","['Wall_Area', 'Overall_Height', 'Roof_Area', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Orientation', 'Glazing_Area_Distribution']","[2.2729054765906103, 1.0164214592291214, -1.2202883687830228, 0.1023549321711691, -0.020756784416597472, -0.1356455527494931, -1.3409328976335082, 0.12560256945767148]","[4.4296265860801025, 2.7050643851853806, 2.569894411407976, 0.10991065998669303, -0.10583134021355578, -0.019080143391867033, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
36             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
36    -1.340933      1.231324                   0.125603  ","['Overall_Height', 'Wall_Area', 'Roof_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, -1.7095436625803826, 0.957784475498303, 1.2313237049813155, 0.14290417764578683, -0.21097567444330495, -1.3409328976335082, 0.12560256945767148]","[-3.0503917535069216, -3.024071996266224, -2.4567939238643577, 1.7585705597871746, -0.29165362041857, -0.2155011228182837, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
37             -0.020757     -0.135646   2.272905  -1.220288        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
37    -1.340933      0.102355                   1.421737  ","['Wall_Area', 'Overall_Height', 'Roof_Area', 'Glazing_Area', 'Relative_Compactness', 'Surface_Area', 'Orientation', 'Glazing_Area_Distribution']","[2.2729054765906103, 1.0164214592291214, -1.2202883687830228, 0.1023549321711691, -0.020756784416597472, -0.1356455527494931, -1.3409328976335082, 1.421736647558686]","[4.4296265860801025, 2.7050643851853806, 2.569894411407976, 0.10991065998669303, -0.10583134021355578, -0.019080143391867033, 0.0, 0.0]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
38             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
38     1.367399      1.231324                  -1.170532  ","['Overall_Height', 'Roof_Area', 'Wall_Area', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[-0.9838438483563932, 0.957784475498303, 1.1350628653988981, 1.2313237049813155, 1.5356528296221867, -1.3522890146035487, 1.3673986785078533, -1.1705315086433428]","[-3.0503917535069163, -2.4567939238643515, 2.299998419695436, 1.7585705597871644, -1.6545210055520412, -0.8735198184466397, 0.0, 0.0]"
