instance,features,values,scores
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
19             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
19    -0.438156      0.102355                  -0.522464  ","['Roof_Area', 'Wall_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -1.1406223569845264, -0.9838438483563932, 0.4214539080410668, 0.1023549321711691, -0.49630400948336617, -0.5224644695928357, -0.43815570558638767]","[-5.67684999549751, -4.720636550137333, -2.554318201683774, -1.0881050638229048, 0.7632074443129692, -0.654352667115147, 0.4240824295679166, 0.09684841700935096]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
20             -0.686523      0.700004  -0.571701   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
20    -0.438156      0.102355                   0.125603  ","['Roof_Area', 'Wall_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -0.5717010513886703, -0.9838438483563932, 0.7000036384363467, 0.1023549321711691, -0.6865228995100736, 0.12560256945767148, -0.43815570558638767]","[-5.667111994364168, -4.699927156854558, -2.727489916897103, -1.20860958874348, 0.8076319036119424, -0.6707413485247092, 0.38655663218201863, -0.05701318657144563]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
21              2.071651     -1.806944  -0.571701  -1.492547        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
21    -0.438156      1.231324                  -0.522464  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Glazing_Area_Distribution', 'Orientation']","[-1.4925474743181886, -0.5717010513886703, 1.2313237049813155, 1.0164214592291214, 2.0716510058771824, -1.806943935121173, -0.5224644695928357, -0.43815570558638767]","[5.702187634295961, -4.659426342010624, 3.031310133557894, 2.3750243163874787, 1.841852685420388, 1.743002776377058, 0.6637014671745525, -0.029504062017087853]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
22             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
22    -1.340933     -1.026614                   0.125603  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -1.1406223569845264, -1.0266138406389769, -0.9838438483563932, 0.4214539080410668, -0.49630400948336617, 0.12560256945767148, -1.3409328976335082]","[-5.506838987220302, -4.6219718462896635, -3.61799562039822, -2.631608459678656, -1.1656968984216625, -0.5818247202540657, 0.4187949847397302, 0.03166231901963145]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
23              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
23    -1.340933      0.102355                  -0.522464  ","['Roof_Area', 'Wall_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Glazing_Area_Distribution', 'Glazing_Area', 'Orientation']","[-0.6757701577126913, 0.5661415598030419, 1.0164214592291214, 0.2645715506234637, -0.41419528314477305, -0.5224644695928357, 0.1023549321711691, -1.3409328976335082]","[5.585423525004248, 2.7261766720272544, 2.503982012479561, 1.1841252312656958, 1.1258417509012322, 0.7896794039958528, 0.7637969949713032, 0.17040882667810153]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
24             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
24     1.367399      -1.77926                  -1.818599  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -1.7095436625803826, -1.7792596891790744, -0.9838438483563932, 0.14290417764578683, -0.21097567444330495, -1.81859854769385, 1.3673986785078533]","[-5.4308168728626525, -4.691045633770417, -3.6714933043508027, -2.552514725377929, 0.9831593543080629, -0.5797606999025453, -0.540355055571359, -0.2390828959001504]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
25             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
25    -0.438156      1.231324                  -0.522464  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Surface_Area', 'Glazing_Area_Distribution', 'Relative_Compactness', 'Orientation']","[0.957784475498303, -1.1406223569845264, 1.2313237049813155, -0.9838438483563932, 0.4214539080410668, -0.5224644695928357, -0.49630400948336617, -0.43815570558638767]","[-5.517042417391252, -4.619477686132208, 2.8515886877240493, -2.586373010889399, -1.1204637607092798, 0.7551331254581403, -0.6440856275176889, 0.027586656808504223]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
26             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
26     1.367399     -1.026614                    0.77367  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Orientation', 'Glazing_Area_Distribution']","[0.957784475498303, 1.1350628653988981, -1.0266138406389769, -0.9838438483563932, 1.5356528296221867, -1.3522890146035487, 1.3673986785078533, 0.7736696085081787]","[-5.452537104833269, 4.703025249465699, -3.630476444346464, -2.5230676546739397, -2.3630595361915563, -1.9953701733046434, -0.31586365109419134, 0.20795114549361793]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
27             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
27    -1.340933      1.231324                   1.421737  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -1.7095436625803826, 1.2313237049813155, -0.9838438483563932, 0.14290417764578683, -0.21097567444330495, 1.421736647558686, -1.3409328976335082]","[-5.536351166712704, -4.676378322892953, 2.703942505407247, -2.6088841874536293, 0.9818464549218446, -0.572477866440785, -0.30353743482465245, -0.05002406995976825]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
28             -0.496304      0.421454  -1.140622   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
28     1.367399     -1.026614                  -1.170532  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -1.1406223569845264, -1.0266138406389769, -0.9838438483563932, 0.4214539080410668, -0.49630400948336617, -1.1705315086433428, 1.3673986785078533]","[-5.518726155600643, -4.5535501530906775, -3.5564399506719258, -2.5339829661541424, -1.1979180369600113, -0.654371113465632, -0.46577131074605976, -0.18694136117541527]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
29              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
29    -1.340933      0.102355                   1.421737  ","['Roof_Area', 'Overall_Height', 'Wall_Area', 'Relative_Compactness', 'Surface_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Orientation']","[-0.6757701577126913, 1.0164214592291214, 0.5661415598030419, 0.2645715506234637, -0.41419528314477305, 0.1023549321711691, 1.421736647558686, -1.3409328976335082]","[5.62535244619244, 2.7237147328038236, 2.6501338454187082, 1.0672239448744223, 1.0278808722623058, 0.8169173580250807, -0.706360722241309, 0.04083976217757091]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
30             -1.352289      1.535653   1.135063   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
30    -0.438156     -1.026614                   1.421737  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, 1.1350628653988981, -1.0266138406389769, -0.9838438483563932, 1.5356528296221867, -1.3522890146035487, 1.421736647558686, -0.43815570558638767]","[-5.464454779822156, 4.866011643815231, -3.5229527900305753, -2.560468594313805, -2.3231176448529136, -2.148237902059519, -0.4839867629192144, -0.07308602014225606]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
31             -0.971851      0.978553   -0.00278   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
31     0.464621      0.102355                   0.125603  ","['Roof_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Wall_Area', 'Orientation']","[0.957784475498303, -0.9838438483563932, -0.9718512345501338, 0.9785533688316267, 0.1023549321711691, 0.12560256945767148, -0.0027797457928142055, 0.4646214864607328]","[-5.652020616524048, -2.7332199790438136, -2.193992825181721, -1.088249741739112, 0.8211406886156734, 0.6074695858609264, 0.5908503886119626, 0.11764456851720279]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
32              0.264572     -0.414195   0.566142   -0.67577        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
32    -1.340933      1.231324                   0.125603  ","['Roof_Area', 'Glazing_Area', 'Wall_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[-0.6757701577126913, 1.2313237049813155, 0.5661415598030419, 1.0164214592291214, -0.41419528314477305, 0.2645715506234637, 0.12560256945767148, -1.3409328976335082]","[5.644960399732578, 2.8203742468447586, 2.8156411623239728, 2.6249305925077095, 1.126253031700244, 0.9641831534012035, 0.49909365795113925, 0.09796022654267998]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
33             -0.971851      0.978553   -0.00278   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
33     0.464621      0.102355                  -0.522464  ","['Roof_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Glazing_Area', 'Wall_Area', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -0.9838438483563932, -0.9718512345501338, 0.9785533688316267, 0.1023549321711691, -0.0027797457928142055, -0.5224644695928357, 0.4646214864607328]","[-5.630513825715058, -2.5730634144323514, -2.086903557819661, -1.0510545095656227, 0.9064304829291939, 0.5192843747051232, 0.4530054492728875, 0.25030260604663257]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
34              2.071651     -1.806944  -0.571701  -1.492547        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
34    -0.438156      0.102355                   0.125603  ","['Roof_Area', 'Wall_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area', 'Glazing_Area_Distribution', 'Orientation']","[-1.4925474743181886, -0.5717010513886703, 1.0164214592291214, -1.806943935121173, 2.0716510058771824, 0.1023549321711691, 0.12560256945767148, -0.43815570558638767]","[5.619399317800086, -4.834175489044479, 2.5182745367061585, 1.8485270850565123, 1.8444734679632728, 0.9223374478092573, 0.6252091153686303, -0.0015777475784539787]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
35             -0.020757     -0.135646   2.272905  -1.220288        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
35    -1.340933      0.102355                   0.125603  ","['Roof_Area', 'Wall_Area', 'Overall_Height', 'Relative_Compactness', 'Surface_Area', 'Glazing_Area', 'Glazing_Area_Distribution', 'Orientation']","[-1.2202883687830228, 2.2729054765906103, 1.0164214592291214, -0.020756784416597472, -0.1356455527494931, 0.1023549321711691, 0.12560256945767148, -1.3409328976335082]","[5.632750663914764, 5.024492576954625, 2.4254793916350375, 1.154518161740463, 0.9784424380947491, 0.9073493974715523, 0.7600876684328528, 0.04652461440987776]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
36             -0.210976      0.142904  -1.709544   0.957784       -0.983844   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
36    -1.340933      1.231324                   0.125603  ","['Roof_Area', 'Wall_Area', 'Glazing_Area', 'Overall_Height', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[0.957784475498303, -1.7095436625803826, 1.2313237049813155, -0.9838438483563932, 0.14290417764578683, -0.21097567444330495, 0.12560256945767148, -1.3409328976335082]","[-5.689300330092725, -4.628908706907661, 2.9796952526615925, -2.777692922806112, 1.01532854478301, -0.6883609872653247, 0.43884473994624673, 0.14571288258939918]"
"    Relative_Compactness  Surface_Area  Wall_Area  Roof_Area  Overall_Height  \
37             -0.020757     -0.135646   2.272905  -1.220288        1.016421   

    Orientation  Glazing_Area  Glazing_Area_Distribution  
37    -1.340933      0.102355                   1.421737  ","['Roof_Area', 'Wall_Area', 'Overall_Height', 'Glazing_Area', 'Surface_Area', 'Relative_Compactness', 'Glazing_Area_Distribution', 'Orientation']","[-1.2202883687830228, 2.2729054765906103, 1.0164214592291214, 0.1023549321711691, -0.1356455527494931, -0.020756784416597472, 1.421736647558686, -1.3409328976335082]","[5.723700886557484, 4.972562314639689, 2.633003219295577, 1.1289270244020118, 1.0710261169417836, 0.981075294257674, -0.37707499658664034, 0.13388818632216082]"
