instance,features,values,scores,target_label
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
10        0.0   2.906429   2.044059    0.51658  -1.613247  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
10  -0.407648  -0.122381  -0.055763   3.773215  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
10  -0.026389   2.799697   2.030791   0.894073   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
10   0.761379  -0.186959  

[1 rows x 64 columns]","['pixel_6_0', 'pixel_2_0', 'pixel_7_0', 'pixel_2_7', 'pixel_1_7', 'pixel_5_6', 'pixel_0_2', 'pixel_0_1', 'pixel_7_1', 'pixel_7_2']","[-0.03963009454234691, -0.03733266964732845, -0.0263889906984631, -0.11565628382525205, -0.12605859208882483, -0.5631585957473181, 2.044059242803604, 2.9064289724355548, 2.799697166262973, 2.030791018665003]","[-0.8246147351461203, -0.8142933705182881, -0.6540138848697479, 0.009686668762035298, 0.006453200075601724, 0.005151853455669714, 0.0022873141080137624, 0.002240366672288057, 0.00203703215106103, 0.0016508467631976686]",2
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
11        0.0  -0.337904  -0.255289   0.749722   0.734809  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
11  -0.407648  -0.122381  -0.055763   1.259342  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
11  -0.026389  -0.301406  -0.502071     0.6676   0.653379  -1.144934   

    pixel_7_6  pixel_7_7  
11  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_1', 'pixel_0_2', 'pixel_1_5', 'pixel_1_2', 'pixel_0_5', 'pixel_2_3', 'pixel_3_3', 'pixel_3_1', 'pixel_5_7', 'pixel_7_0']","[-0.20313054537166914, -0.25528920944494204, 0.9552530714498592, 1.0254055928766488, -0.32531676692737477, -0.17237842513161644, 0.7113546142566074, 0.16836143643069099, -0.0961539066298463, -0.0263889906984631]","[0.0022683882856285318, 0.0015392360580724345, 0.001422142736925133, 0.0013704770485443798, 0.001366341973935257, 0.0013128404875707516, 0.0012629268038522846, 0.0012414191096219427, 0.0005961292929369483, 0.0004358859857828879]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
12        0.0  -0.337904  -0.882384  -0.649132   0.734809  -0.678265   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
12  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
12  -0.026389  -0.301406  -1.086578  -0.464767    0.44793   1.242234   

    pixel_7_6  pixel_7_7  
12   0.005958  -0.186959  

[1 rows x 64 columns]","['pixel_7_6', 'pixel_5_3', 'pixel_5_6', 'pixel_6_6', 'pixel_4_6', 'pixel_0_4', 'pixel_5_0', 'pixel_3_7', 'pixel_7_0', 'pixel_2_0']","[0.005957855420267928, -0.6562648425840967, 1.9802265251034978, 2.346647596118131, 1.1347941784612583, 0.7348092186553287, -0.05806465198722751, -0.0457389353746345, -0.0263889906984631, -0.03733266964732845]","[0.0026548173862216092, 0.0015812953182693212, 0.0014993031193500578, 0.0014571646761968782, 0.0014138353251810624, 0.0013705317167174277, 0.0008140366196418703, 0.0007692287475416816, -0.00045045973180040847, -6.251529693475613e-05]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
13        0.0  -0.337904  -1.091416   0.050295   0.265198  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
13  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
13  -0.026389  -0.301406  -0.891742   -0.69124   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
13   0.257765  -0.186959  

[1 rows x 64 columns]","['pixel_2_4', 'pixel_5_3', 'pixel_4_2', 'pixel_1_4', 'pixel_5_6', 'pixel_3_4', 'pixel_3_7', 'pixel_3_0', 'pixel_1_0', 'pixel_7_0']","[-0.6627108861943958, 1.359136032693482, 1.168801026934951, -0.49109654002959674, -0.10072493741080608, -1.6083072330269994, -0.0457389353746345, -0.026388990698462983, -0.05576317482402748, -0.0263889906984631]","[0.0016046176162805067, 0.0013982393030146946, 0.0012627573784147377, 0.0012451734233875748, 0.0012155493713508958, 0.001155962833777272, 0.0006764603711553037, 0.0006749434214629158, 0.00037357798309725106, 0.00023928819308901533]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
14        0.0  -0.337904  -1.091416  -0.882274   0.030392  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
14  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
14  -0.026389  -0.301406  -1.086578   -1.37066   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
14   2.272221  -0.186959  

[1 rows x 64 columns]","['pixel_5_1', 'pixel_4_1', 'pixel_5_6', 'pixel_2_4', 'pixel_7_5', 'pixel_5_4', 'pixel_5_3', 'pixel_6_6', 'pixel_2_0', 'pixel_1_0']","[-0.20313054537166914, -0.38949348834579184, 1.2865760375987298, -0.6627108861943958, 1.5832579386127403, -0.27227871412194365, 1.359136032693482, 2.346647596118131, -0.03733266964732845, -0.05576317482402748]","[0.0024152983812239905, 0.0015682977533834316, 0.0015580054356109602, 0.0015432382222133486, 0.0014364788817442938, 0.0013746797717121783, 0.001350570220240736, 0.0013292553406544652, 0.0008752636441827766, 0.0005662534257795209]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
15        0.0  -0.337904  -1.091416   0.982865  -1.143636  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
15  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
15  -0.026389  -0.301406  -0.891742  -0.238293   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
15   1.768607  -0.186959  

[1 rows x 64 columns]","['pixel_0_3', 'pixel_6_6', 'pixel_7_6', 'pixel_5_5', 'pixel_5_6', 'pixel_3_2', 'pixel_7_5', 'pixel_4_5', 'pixel_3_0', 'pixel_2_0']","[0.9828647877837581, 2.346647596118131, 1.7686069046107038, 1.1920907985646103, 1.055359208430474, 0.4654268457405594, 1.4127459354810226, -0.1270507042934505, -0.026388990698462983, -0.03733266964732845]","[0.0015086881109465905, 0.0014203710850645692, 0.0014171424086765365, 0.001400020839792717, 0.0013829049737441096, 0.001351748279311985, 0.0013327325320506291, 0.0011766256520685128, 0.00022091212814697158, -1.7136518971000868e-05]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
16        0.0  -0.337904  -1.091416  -2.747414   0.265198   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
16  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
16  -0.026389  -0.301406  -1.086578  -2.729499   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
16  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_1', 'pixel_3_1', 'pixel_1_0', 'pixel_5_3', 'pixel_6_4', 'pixel_3_2', 'pixel_1_4', 'pixel_0_5', 'pixel_4_3', 'pixel_4_1']","[-0.44278450784640394, 2.7319151757780076, -0.05576317482402748, -0.19117233290465546, 1.2277178471022394, 1.1075952349188443, 1.1708539528112176, 1.0864769486623194, -0.3314255071033781, 1.0441697871483242]","[0.00443317116848504, 0.0017388500414366648, 0.0015956167514984232, 0.0015505213979647933, 0.0015341571272707282, 0.0014151740153714423, 0.001413705853924399, 0.0013761928954457818, 0.001359986759064337, 0.001266269068386063]",1
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
17        0.0  -0.337904  -0.464321    0.51658  -0.439219  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
17  -0.407648  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
17  -0.026389  -0.301406  -0.696907     0.6676   -0.37387  -0.633398   

    pixel_7_6  pixel_7_7  
17  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_1', 'pixel_1_6', 'pixel_1_1', 'pixel_3_0', 'pixel_2_4', 'pixel_0_5', 'pixel_5_0', 'pixel_2_0', 'pixel_6_0', 'pixel_7_0']","[-0.20313054537166914, -0.23268218757273992, 0.002405411000839734, -0.026388990698462983, -0.6627108861943958, -0.8547394102735101, -0.05806465198722751, -0.03733266964732845, -0.03963009454234691, -0.0263889906984631]","[0.002738593523991481, 0.0026540718618702345, 0.0019600064983141133, 0.0018197040746871231, 0.0016465797032005852, 0.0013783975788971999, 0.001254001917777786, -0.0005826620613384359, 0.00017765357064469556, 0.00013078148331628045]",0
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
18        0.0  -0.337904   0.580838   0.749722   0.969615   1.792374   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
18    1.40688  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
18  -0.026389  -0.301406   0.666942   0.894073   -0.78477  -1.144934   

    pixel_7_6  pixel_7_7  
18  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_2', 'pixel_1_1', 'pixel_6_4', 'pixel_7_2', 'pixel_3_3', 'pixel_2_1', 'pixel_6_3', 'pixel_5_4', 'pixel_4_3', 'pixel_7_0']","[-0.9083631755352793, 0.002405411000839734, 1.2277178471022394, 0.6669422500209073, 1.2209341659449149, 0.11756893801469914, -0.6834091281319591, 0.5255689861089556, -0.4917818888230934, -0.0263889906984631]","[0.0019604497354152647, 0.001756355757694636, 0.0017043689956738755, 0.00153054660231001, 0.0014833507008878888, 0.0013742798861830642, 0.0013578750814865431, 0.001312581245869606, 0.0012840224203483925, -0.0004899722076361436]",5
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
19        0.0  -0.337904  -0.464321   0.050295  -0.204413  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
19  -0.407648  -0.122381  -0.055763   0.630874  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
19  -0.026389  -0.301406  -0.696907   -0.01182   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
19   1.264993  -0.186959  

[1 rows x 64 columns]","['pixel_2_6', 'pixel_3_6', 'pixel_5_2', 'pixel_0_2', 'pixel_7_5', 'pixel_7_6', 'pixel_2_1', 'pixel_7_2', 'pixel_7_0', 'pixel_6_0']","[0.0704734970473176, 0.1772250888304393, -0.29675821677028164, -0.46432088692208257, 1.5832579386127403, 1.2649928905562935, 1.7986292755980084, -0.6969065186231884, -0.0263889906984631, -0.03963009454234691]","[0.0021960937335173685, 0.0019516535569094023, 0.0018413491897328973, 0.0016548826069396308, 0.001506892198036587, 0.0014331322109868646, 0.0013972534406423232, 0.0013825914507877904, -0.0010574817452985422, 0.000979375614620764]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
20        0.0  -0.337904  -0.046258   0.283438   0.265198    0.38058   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
20  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.077935  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
20  -0.026389  -0.301406   0.277271     0.6676   0.858829   0.560186   

    pixel_7_6  pixel_7_7  
20  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_1', 'pixel_6_5', 'pixel_2_2', 'pixel_2_4', 'pixel_2_6', 'pixel_4_2', 'pixel_1_5', 'pixel_2_0', 'pixel_3_0', 'pixel_7_0']","[-0.44278450784640394, 1.195177876866652, 1.0862624495889095, -0.823683763723359, 2.2584145674145026, 0.3761037097244901, 1.2861833182370934, -0.03733266964732845, -0.026388990698462983, -0.0263889906984631]","[0.004090208271085597, 0.0017964580255617974, 0.0015670872364997124, 0.0015622679402750989, 0.0014842663741093441, 0.001444281208479396, 0.0013738773947714123, -0.0006127441598015629, 0.0006008227236464873, 4.220635133420698e-05]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
21        0.0  -0.337904  -0.673353   0.050295   0.030392   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
21   2.314143    1.82084  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
21  -0.026389  -0.301406  -0.502071     0.6676   -1.81202  -1.144934   

    pixel_7_6  pixel_7_7  
21  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_1_7', 'pixel_0_7', 'pixel_3_1', 'pixel_3_6', 'pixel_0_2', 'pixel_5_3', 'pixel_2_6', 'pixel_1_4', 'pixel_7_0', 'pixel_3_0']","[6.485116474759398, 1.820840281263657, -0.4725269984061381, -0.09370305228588123, -0.6733525643992232, -0.5012340060242829, 2.5709775774669574, 0.3398787063908104, -0.0263889906984631, -0.026388990698462983]","[0.011921962247553486, 0.011725099780552525, 0.005116321448822859, 0.0021849021610001905, 0.0017075033358732014, 0.0015525860472731846, 0.001376736459532769, 0.0011836191456550545, -0.0005804691203638679, -0.0002583874882716565]",7
