instance,features,values,scores,target_label
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
10        0.0   2.906429   2.044059    0.51658  -1.613247  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
10  -0.407648  -0.122381  -0.055763   3.773215  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
10  -0.026389   2.799697   2.030791   0.894073   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
10   0.761379  -0.186959  

[1 rows x 64 columns]","['pixel_3_2', 'pixel_5_5', 'pixel_6_3', 'pixel_4_2', 'pixel_7_5', 'pixel_4_5', 'pixel_2_2', 'pixel_3_0', 'pixel_4_1', 'pixel_3_7']","[-1.4610783217942955, -1.4582977690537675, 1.0321441044244517, -1.0507514612543396, 1.4127459354810226, -1.4832019545789719, -1.5645229122234925, -0.026388990698462983, -0.6762261434446151, -0.0457389353746345]","[0.058874081549943974, 0.033396775722722524, 0.02741998819188193, 0.022605528577573523, 0.018684619054591827, 0.01577966283328208, 0.015473426348400578, 0.014084968125367988, 0.013157503912024702, 0.010101264565312972]",2
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
11        0.0  -0.337904  -0.255289   0.749722   0.734809  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
11  -0.407648  -0.122381  -0.055763   1.259342  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
11  -0.026389  -0.301406  -0.502071     0.6676   0.653379  -1.144934   

    pixel_7_6  pixel_7_7  
11  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_4_1', 'pixel_3_4', 'pixel_4_4', 'pixel_6_0', 'pixel_6_5', 'pixel_3_3', 'pixel_5_2', 'pixel_1_2', 'pixel_7_0', 'pixel_4_3']","[-0.6762261434446151, 0.6618060704204977, -0.886864442027232, -0.03963009454234691, -1.4595926520598348, 0.7113546142566074, 1.3851554198334621, 1.0254055928766488, -0.0263889906984631, 1.1117819283740598]","[0.030830956440469688, 0.025180708754114878, -0.021899948122255097, -0.01932360784059522, -0.01877261414113266, 0.018207039239892385, 0.01791622027326349, 0.016943611987128484, 0.016690078261072504, 0.01536412874674393]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
12        0.0  -0.337904  -0.882384  -0.649132   0.734809  -0.678265   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
12  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
12  -0.026389  -0.301406  -1.086578  -0.464767    0.44793   1.242234   

    pixel_7_6  pixel_7_7  
12   0.005958  -0.186959  

[1 rows x 64 columns]","['pixel_4_1', 'pixel_1_5', 'pixel_1_2', 'pixel_2_0', 'pixel_5_6', 'pixel_4_2', 'pixel_5_4', 'pixel_1_0', 'pixel_3_0', 'pixel_7_0']","[-0.6762261434446151, -1.1957935326671636, -0.990587716402106, -0.03733266964732845, 1.9802265251034978, 1.168801026934951, -1.2296959543990227, -0.05576317482402748, -0.026388990698462983, -0.0263889906984631]","[-0.021291265388661426, 0.019268294322266906, 0.017452373830782807, -0.017297275217663943, 0.017176018478644656, 0.016237564001933644, 0.013613395497031684, -0.013386719052267076, 0.013162564073945325, -0.0059238232094239]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
13        0.0  -0.337904  -1.091416   0.050295   0.265198  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
13  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
13  -0.026389  -0.301406  -0.891742   -0.69124   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
13   0.257765  -0.186959  

[1 rows x 64 columns]","['pixel_1_5', 'pixel_4_1', 'pixel_1_2', 'pixel_4_2', 'pixel_7_0', 'pixel_3_4', 'pixel_5_2', 'pixel_6_6', 'pixel_0_2', 'pixel_3_5']","[-1.3612586560607807, -0.6762261434446151, -0.990587716402106, 1.168801026934951, -0.0263889906984631, -1.6083072330269994, 0.9264517007597138, 0.9029211025797651, -1.0914159193535042, -1.289741786333269]","[0.02105814858721469, -0.01965458168965481, 0.018534649522183564, 0.01772680092546232, -0.014660589868019283, 0.014301285032324158, 0.013267547911309008, 0.011768339091356267, 0.011311133801758995, 0.010451203342468084]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
14        0.0  -0.337904  -1.091416  -0.882274   0.030392  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
14  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
14  -0.026389  -0.301406  -1.086578   -1.37066   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
14   2.272221  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_1_2', 'pixel_1_5', 'pixel_2_0', 'pixel_4_2', 'pixel_6_0', 'pixel_5_6', 'pixel_3_0', 'pixel_6_2', 'pixel_3_4']","[-0.0263889906984631, -1.7236761925034711, -1.1957935326671636, -0.03733266964732845, 1.3273404903770434, -0.03963009454234691, 1.2865760375987298, -0.026388990698462983, -0.9824510438730701, -1.4461562827807497]","[0.030231131658684157, 0.019055733915290935, 0.018664639547097274, -0.016176239724597044, 0.015907077283188468, 0.014421629655161698, 0.014203319401772822, 0.012472264032376838, -0.011936402843733466, 0.011926096471635571]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
15        0.0  -0.337904  -1.091416   0.982865  -1.143636  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
15  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
15  -0.026389  -0.301406  -0.891742  -0.238293   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
15   1.768607  -0.186959  

[1 rows x 64 columns]","['pixel_3_0', 'pixel_3_7', 'pixel_4_1', 'pixel_1_5', 'pixel_1_2', 'pixel_4_2', 'pixel_5_0', 'pixel_7_0', 'pixel_5_6', 'pixel_6_0']","[-0.026388990698462983, -0.0457389353746345, -0.6762261434446151, -1.3612586560607807, -0.8073155973767646, 1.168801026934951, -0.05806465198722751, -0.0263889906984631, 1.055359208430474, -0.03963009454234691]","[-0.023049199205047926, -0.02250607466899021, -0.02098276278351835, 0.019571497857870355, 0.018478507134373708, 0.017472090831945623, -0.014289280052316895, -0.014081754359347306, 0.013620848654110907, 0.005911355139997465]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
16        0.0  -0.337904  -1.091416  -2.747414   0.265198   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
16  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
16  -0.026389  -0.301406  -1.086578  -2.729499   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
16  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_1_2', 'pixel_2_4', 'pixel_2_3', 'pixel_5_4', 'pixel_3_0', 'pixel_1_4', 'pixel_5_0', 'pixel_0_2', 'pixel_4_1', 'pixel_0_5']","[-1.9069483115288126, 1.4299365216821271, 1.5538083129459637, 1.3234166863398549, -0.026388990698462983, 1.1708539528112176, -0.05806465198722751, -1.0914159193535042, 1.0441697871483242, 1.0864769486623194]","[0.030961388541236385, 0.02538726964050506, 0.021867056114105672, 0.020876830865809094, 0.01848328043463293, 0.011070744108759327, -0.010176661412221864, 0.008430710543132642, 0.008043288900735903, 0.0077583839790438805]",1
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
17        0.0  -0.337904  -0.464321    0.51658  -0.439219  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
17  -0.407648  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
17  -0.026389  -0.301406  -0.696907     0.6676   -0.37387  -0.633398   

    pixel_7_6  pixel_7_7  
17  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_4', 'pixel_4_4', 'pixel_4_3', 'pixel_7_0', 'pixel_2_0', 'pixel_3_6', 'pixel_3_3', 'pixel_3_0', 'pixel_5_2', 'pixel_3_7']","[-1.6083072330269994, -1.725191111671445, -1.4539201791413852, -0.0263889906984631, -0.03733266964732845, 1.531865794412042, -1.4968234430593916, -0.026388990698462983, 1.0793529404509632, -0.0457389353746345]","[0.06528928186710792, 0.033358898999477464, 0.02265259647475911, -0.021809008091589824, 0.019202690416245508, 0.018281535171951937, 0.0165038255103218, -0.014538488757574389, 0.012679145864354332, -0.009940946935895064]",0
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
18        0.0  -0.337904   0.580838   0.749722   0.969615   1.792374   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
18    1.40688  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
18  -0.026389  -0.301406   0.666942   0.894073   -0.78477  -1.144934   

    pixel_7_6  pixel_7_7  
18  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_2', 'pixel_5_0', 'pixel_4_1', 'pixel_5_2', 'pixel_2_4', 'pixel_6_2', 'pixel_6_0', 'pixel_3_5', 'pixel_7_0', 'pixel_2_0']","[1.1075952349188443, -0.05806465198722751, 2.1911004075436167, -0.9083631755352793, -1.1456295187812857, -1.3348679560162557, -0.03963009454234691, -1.289741786333269, -0.0263889906984631, -0.03733266964732845]","[0.022618616876378037, -0.021376581943603572, 0.02067066330257598, 0.017597851431842972, 0.013124168460338198, 0.013045221486685602, 0.012198884005366643, 0.00872963387635766, -0.008265940561740345, -0.006926895500229496]",5
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
19        0.0  -0.337904  -0.464321   0.050295  -0.204413  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
19  -0.407648  -0.122381  -0.055763   0.630874  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
19  -0.026389  -0.301406  -0.696907   -0.01182   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
19   1.264993  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_4_1', 'pixel_3_7', 'pixel_5_2', 'pixel_5_0', 'pixel_4_3', 'pixel_3_3', 'pixel_4_4', 'pixel_1_0', 'pixel_2_0']","[-0.0263889906984631, -0.6762261434446151, -0.0457389353746345, -0.29675821677028164, -0.05806465198722751, 0.9514255466543443, 0.3716349131310691, 0.9574542311900363, -0.05576317482402748, -0.03733266964732845]","[0.03854515918708944, 0.029831720422839544, 0.02628293263501539, -0.024736448909950515, -0.024237597028660615, 0.02013476195301778, 0.018625938300812873, 0.017890462454104302, 0.017843714188833504, 0.016116428874574484]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
20        0.0  -0.337904  -0.046258   0.283438   0.265198    0.38058   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
20  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.077935  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
20  -0.026389  -0.301406   0.277271     0.6676   0.858829   0.560186   

    pixel_7_6  pixel_7_7  
20  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_4_1', 'pixel_3_4', 'pixel_3_3', 'pixel_5_2', 'pixel_5_3', 'pixel_7_0', 'pixel_2_0', 'pixel_4_3', 'pixel_4_4', 'pixel_3_7']","[-0.6762261434446151, 0.9861079709129972, 1.2209341659449149, 1.2322541801422127, -0.5012340060242829, -0.0263889906984631, -0.03733266964732845, 1.1117819283740598, 0.6221235633323511, -0.0457389353746345]","[0.030582866304507985, 0.023228934168954503, 0.02259032934304681, 0.02210936107606529, -0.02175726305812953, 0.02170860813787112, -0.02135786220020344, 0.01848662606193028, 0.018284149616026067, -0.012755937814119125]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
21        0.0  -0.337904  -0.673353   0.050295   0.030392   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
21   2.314143    1.82084  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
21  -0.026389  -0.301406  -0.502071     0.6676   -1.81202  -1.144934   

    pixel_7_6  pixel_7_7  
21  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_6_5', 'pixel_7_4', 'pixel_3_2', 'pixel_3_7', 'pixel_2_0', 'pixel_0_5', 'pixel_1_7', 'pixel_1_0', 'pixel_0_7', 'pixel_5_4']","[-1.4595926520598348, -1.8120200334960161, 1.1075952349188443, -0.0457389353746345, -0.03733266964732845, 1.0864769486623194, 6.485116474759398, -0.05576317482402748, 1.820840281263657, 0.8447080662013153]","[0.04983418558207775, 0.04199138020938205, -0.022250262418591068, -0.0189884766573428, 0.015445792017034846, 0.013088125487080984, 0.012972093819775866, 0.012251021510881994, 0.010853055410715396, 0.00996144994122579]",7
