instance,features,values,scores,target_label
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
11        0.0  -0.337904  -0.255289   0.749722   0.734809  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
11  -0.407648  -0.122381  -0.055763   1.259342  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
11  -0.026389  -0.301406  -0.502071     0.6676   0.653379  -1.144934   

    pixel_7_6  pixel_7_7  
11  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_3_3', 'pixel_5_3', 'pixel_7_7', 'pixel_4_3', 'pixel_6_0', 'pixel_6_2', 'pixel_4_4', 'pixel_3_0', 'pixel_3_2']","[-0.0263889906984631, 0.7113546142566074, 0.8940435230140408, -0.18695902517032026, 1.1117819283740598, -0.03963009454234691, 0.9558419729144508, -0.886864442027232, -0.026388990698462983, 0.7865110403297019]","[0.20668455904161276, 0.15576386558251917, 0.11745369615896041, 0.11504984339124669, 0.1063091965016125, -0.10023926486639939, 0.07639661871136168, -0.07212929040286149, 0.06469818881808745, 0.05370869061493412]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
12        0.0  -0.337904  -0.882384  -0.649132   0.734809  -0.678265   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
12  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
12  -0.026389  -0.301406  -1.086578  -0.464767    0.44793   1.242234   

    pixel_7_6  pixel_7_7  
12   0.005958  -0.186959  

[1 rows x 64 columns]","['pixel_4_2', 'pixel_1_0', 'pixel_7_0', 'pixel_5_6', 'pixel_2_0', 'pixel_0_2', 'pixel_7_7', 'pixel_5_7', 'pixel_3_0', 'pixel_3_7']","[1.168801026934951, -0.05576317482402748, -0.0263889906984631, 1.9802265251034978, -0.03733266964732845, -0.8823842418763637, -0.18695902517032026, -0.0961539066298463, -0.026388990698462983, -0.0457389353746345]","[0.019220784926755757, 0.012494107193370888, 0.01093236007996675, 0.010791036374274345, 0.009760151073801659, 0.00953975525525472, 0.009279535271001069, 0.008852278193627414, 0.008329115033781241, -0.005915622100765704]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
13        0.0  -0.337904  -1.091416   0.050295   0.265198  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
13  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
13  -0.026389  -0.301406  -0.891742   -0.69124   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
13   0.257765  -0.186959  

[1 rows x 64 columns]","['pixel_3_5', 'pixel_4_2', 'pixel_6_0', 'pixel_0_2', 'pixel_2_4', 'pixel_1_5', 'pixel_3_7', 'pixel_7_7', 'pixel_5_0', 'pixel_3_4']","[-1.289741786333269, 1.168801026934951, -0.03963009454234691, -1.0914159193535042, -0.6627108861943958, -1.3612586560607807, -0.0457389353746345, -0.18695902517032026, -0.05806465198722751, -1.6083072330269994]","[0.01993044417879956, 0.01677736323833102, 0.015688046571292608, 0.013052876137742963, 0.010987911273903092, 0.009922538899637331, 0.009384998253574492, 0.008720066835956134, 0.008632630314510625, 0.007616198130683906]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
14        0.0  -0.337904  -1.091416  -0.882274   0.030392  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
14  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
14  -0.026389  -0.301406  -1.086578   -1.37066   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
14   2.272221  -0.186959  

[1 rows x 64 columns]","['pixel_3_5', 'pixel_5_0', 'pixel_2_0', 'pixel_7_0', 'pixel_4_2', 'pixel_1_0', 'pixel_0_2', 'pixel_6_0', 'pixel_5_6', 'pixel_2_4']","[-1.289741786333269, -0.05806465198722751, -0.03733266964732845, -0.0263889906984631, 1.3273404903770434, -0.05576317482402748, -1.0914159193535042, -0.03963009454234691, 1.2865760375987298, -0.6627108861943958]","[0.019217791774527444, -0.01647609464877587, 0.013462708297805066, 0.013138265383974784, 0.01214464989424606, 0.011848483846648468, 0.011411213430372389, 0.010807751641922488, 0.010363446760161262, 0.0085973515655152]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
15        0.0  -0.337904  -1.091416   0.982865  -1.143636  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
15  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
15  -0.026389  -0.301406  -0.891742  -0.238293   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
15   1.768607  -0.186959  

[1 rows x 64 columns]","['pixel_5_0', 'pixel_3_5', 'pixel_4_2', 'pixel_0_4', 'pixel_1_0', 'pixel_6_6', 'pixel_7_7', 'pixel_5_6', 'pixel_3_0', 'pixel_7_0']","[-0.05806465198722751, -1.289741786333269, 1.168801026934951, -1.143635695212062, -0.05576317482402748, 2.346647596118131, -0.18695902517032026, 1.055359208430474, -0.026388990698462983, -0.0263889906984631]","[-0.04860344925290827, 0.018363660510419343, 0.014352440594063468, 0.01278569109206356, 0.01209029185460353, 0.010341481259180113, 0.009234225903623423, 0.008160916515855073, 0.007985689757060876, -0.005755441891744657]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
16        0.0  -0.337904  -1.091416  -2.747414   0.265198   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
16  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
16  -0.026389  -0.301406  -1.086578  -2.729499   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
16  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_2_4', 'pixel_7_7', 'pixel_1_2', 'pixel_2_3', 'pixel_1_4', 'pixel_0_3', 'pixel_3_0', 'pixel_1_0', 'pixel_7_0']","[-0.03733266964732845, 1.4299365216821271, -0.18695902517032026, -1.9069483115288126, 1.5538083129459637, 1.1708539528112176, -2.747413720094117, -0.026388990698462983, -0.05576317482402748, -0.0263889906984631]","[-0.12865986461118417, 0.11384419602681348, -0.08035618121563284, 0.07012554870422208, 0.06571203591039383, 0.06253014858389204, 0.05077157527458488, 0.04574915239614006, -0.036078479367557516, 0.03192547532560665]",1
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
17        0.0  -0.337904  -0.464321    0.51658  -0.439219  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
17  -0.407648  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
17  -0.026389  -0.301406  -0.696907     0.6676   -0.37387  -0.633398   

    pixel_7_6  pixel_7_7  
17  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_4', 'pixel_7_0', 'pixel_4_4', 'pixel_2_0', 'pixel_6_0', 'pixel_2_7', 'pixel_5_0', 'pixel_1_0', 'pixel_0_7', 'pixel_3_7']","[-1.6083072330269994, -0.0263889906984631, -1.725191111671445, -0.03733266964732845, -0.03963009454234691, -0.11565628382525205, -0.05806465198722751, -0.05576317482402748, -0.12238102150342442, -0.0457389353746345]","[0.10570399507100436, 0.07002079267644537, 0.06614575959615311, 0.053447076288211784, 0.04861992794854597, -0.02874674278796082, -0.022291196070463103, 0.018426668194386885, 0.013602261989580916, 0.011975152893692095]",0
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
18        0.0  -0.337904   0.580838   0.749722   0.969615   1.792374   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
18    1.40688  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
18  -0.026389  -0.301406   0.666942   0.894073   -0.78477  -1.144934   

    pixel_7_6  pixel_7_7  
18  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_1_0', 'pixel_0_6', 'pixel_2_0', 'pixel_6_0', 'pixel_3_0', 'pixel_2_4', 'pixel_2_5', 'pixel_7_7', 'pixel_7_0', 'pixel_0_7']","[-0.05576317482402748, 1.4068795821985798, -0.03733266964732845, -0.03963009454234691, -0.026388990698462983, -1.1456295187812857, -1.2628401854902986, -0.18695902517032026, -0.0263889906984631, -0.12238102150342442]","[-0.08864555251032273, 0.08596153144612366, 0.053940376566933776, 0.0402442934917275, 0.03676981021113284, 0.0359961318506715, -0.032437058401903356, 0.03016595136190171, 0.027850839400094748, -0.02624506854713105]",5
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
19        0.0  -0.337904  -0.464321   0.050295  -0.204413  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
19  -0.407648  -0.122381  -0.055763   0.630874  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
19  -0.026389  -0.301406  -0.696907   -0.01182   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
19   1.264993  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_3_0', 'pixel_3_3', 'pixel_4_3', 'pixel_4_4', 'pixel_7_7', 'pixel_2_0', 'pixel_5_2', 'pixel_5_0', 'pixel_1_0']","[-0.0263889906984631, -0.026388990698462983, 0.3716349131310691, 0.9514255466543443, 0.9574542311900363, -0.18695902517032026, -0.03733266964732845, -0.29675821677028164, -0.05806465198722751, -0.05576317482402748]","[0.1859760818810302, 0.1454794213306482, 0.1444041746620681, 0.11602209621568856, 0.11440702320346764, 0.0966631929457258, -0.0896503933238868, -0.08438476711704121, -0.07625841020754168, 0.06897576532050945]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
20        0.0  -0.337904  -0.046258   0.283438   0.265198    0.38058   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
20  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.077935  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
20  -0.026389  -0.301406   0.277271     0.6676   0.858829   0.560186   

    pixel_7_6  pixel_7_7  
20  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_3_3', 'pixel_3_7', 'pixel_4_4', 'pixel_5_3', 'pixel_7_7', 'pixel_4_3', 'pixel_5_0', 'pixel_2_0', 'pixel_5_7']","[-0.0263889906984631, 1.2209341659449149, -0.0457389353746345, 0.6221235633323511, -0.5012340060242829, -0.18695902517032026, 1.1117819283740598, -0.05806465198722751, -0.03733266964732845, -0.0961539066298463]","[0.23329568556822006, 0.2005173042156494, 0.13441413023246726, 0.113777589628277, -0.10653144885363669, 0.1054702912224913, 0.10270206335684517, -0.05870533171250416, 0.05489161902116117, -0.04705274094650575]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
21        0.0  -0.337904  -0.673353   0.050295   0.030392   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
21   2.314143    1.82084  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
21  -0.026389  -0.301406  -0.502071     0.6676   -1.81202  -1.144934   

    pixel_7_6  pixel_7_7  
21  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_4', 'pixel_6_5', 'pixel_0_7', 'pixel_3_3', 'pixel_0_5', 'pixel_1_7', 'pixel_3_7', 'pixel_6_0', 'pixel_7_7', 'pixel_3_0']","[-1.8120200334960161, -1.4595926520598348, 1.820840281263657, -0.9872438913710841, 1.0864769486623194, 6.485116474759398, -0.0457389353746345, -0.03963009454234691, -0.18695902517032026, -0.026388990698462983]","[0.12686527699127, 0.06793734957122613, 0.060778371012734075, 0.05196981678461586, 0.03700328549027742, 0.0332580672303298, 0.027327783435654146, 0.025727317701228145, 0.02562729163788179, -0.02514749834079874]",7
