instance,features,values,scores,target_label
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
10        0.0   2.906429   2.044059    0.51658  -1.613247  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
10  -0.407648  -0.122381  -0.055763   3.773215  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
10  -0.026389   2.799697   2.030791   0.894073   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
10   0.761379  -0.186959  

[1 rows x 64 columns]","['pixel_3_7', 'pixel_3_2', 'pixel_3_3', 'pixel_5_3', 'pixel_3_0', 'pixel_5_6', 'pixel_7_0', 'pixel_5_4', 'pixel_5_7', 'pixel_0_7']","[-0.0457389353746345, -1.4610783217942955, 0.03191521200553078, 1.359136032693482, -0.026388990698462983, -0.5631585957473181, -0.0263889906984631, -0.9105568743066631, -0.0961539066298463, -0.12238102150342442]","[-0.10003885188278745, 0.0843348039030809, -0.062172369291286424, 0.039851396197836765, 0.03726104491501185, 0.03374528359587122, 0.03157662768141749, 0.02842259471257841, -0.02691848697563345, -0.023145786777572827]",2
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
11        0.0  -0.337904  -0.255289   0.749722   0.734809  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
11  -0.407648  -0.122381  -0.055763   1.259342  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
11  -0.026389  -0.301406  -0.502071     0.6676   0.653379  -1.144934   

    pixel_7_6  pixel_7_7  
11  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_0', 'pixel_6_0', 'pixel_7_0', 'pixel_4_6', 'pixel_3_0', 'pixel_4_4', 'pixel_3_3', 'pixel_4_1', 'pixel_1_0', 'pixel_2_0']","[-0.05806465198722751, -0.03963009454234691, -0.0263889906984631, -0.834989193608077, -0.026388990698462983, -0.886864442027232, 0.7113546142566074, -0.6762261434446151, -0.05576317482402748, -0.03733266964732845]","[-0.2580197781888677, 0.11644215760295475, 0.10643040841961135, 0.10552748606078984, -0.10215740467760868, -0.09505388674438962, 0.09172965630616282, 0.08810280521911865, -0.08086769552229106, 0.05939251414307221]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
12        0.0  -0.337904  -0.882384  -0.649132   0.734809  -0.678265   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
12  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
12  -0.026389  -0.301406  -1.086578  -0.464767    0.44793   1.242234   

    pixel_7_6  pixel_7_7  
12   0.005958  -0.186959  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_1_0', 'pixel_2_2', 'pixel_3_2', 'pixel_3_3', 'pixel_3_7', 'pixel_5_0', 'pixel_4_1', 'pixel_7_0', 'pixel_7_6']","[-0.03733266964732845, -0.05576317482402748, 0.7328244013472559, 0.9470531376242731, -0.47766433968277666, -0.0457389353746345, -0.05806465198722751, -0.6762261434446151, -0.0263889906984631, 0.005957855420267928]","[-0.209458711384303, 0.12625134626579193, -0.11223316823229343, -0.09944540409095202, 0.08797335860293999, -0.08506948628439169, -0.0708154771380543, -0.050527387394598604, 0.04018810879556774, 0.02721237957163326]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
13        0.0  -0.337904  -1.091416   0.050295   0.265198  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
13  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
13  -0.026389  -0.301406  -0.891742   -0.69124   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
13   0.257765  -0.186959  

[1 rows x 64 columns]","['pixel_3_3', 'pixel_3_7', 'pixel_2_2', 'pixel_3_0', 'pixel_3_2', 'pixel_5_0', 'pixel_4_1', 'pixel_7_0', 'pixel_6_2', 'pixel_6_5']","[0.7113546142566074, -0.0457389353746345, 0.556105377226429, -0.026388990698462983, 0.7865110403297019, -0.05806465198722751, -0.6762261434446151, -0.0263889906984631, -0.10140876351510603, 1.0292547188087466]","[-0.12644526522607547, 0.12044702562459009, -0.10359034783489877, 0.09788628743103098, -0.08468798554461146, 0.07002693420311469, -0.03382260849959267, 0.024089437803720085, 0.024003702259718974, 0.022393568605440634]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
14        0.0  -0.337904  -1.091416  -0.882274   0.030392  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
14  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
14  -0.026389  -0.301406  -1.086578   -1.37066   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
14   2.272221  -0.186959  

[1 rows x 64 columns]","['pixel_3_7', 'pixel_3_0', 'pixel_3_2', 'pixel_2_2', 'pixel_2_0', 'pixel_1_0', 'pixel_3_3', 'pixel_7_0', 'pixel_2_7', 'pixel_6_0']","[-0.0457389353746345, -0.026388990698462983, -0.3372836407322968, -0.6809277916193586, -0.03733266964732845, -0.05576317482402748, 1.2209341659449149, -0.0263889906984631, -0.11565628382525205, -0.03963009454234691]","[-0.21486465488286038, -0.1425221377708638, 0.08097781269312784, 0.07324535682003117, -0.06877050286049102, 0.0670321769510149, -0.06387711595461107, 0.05391026160759314, 0.046911118238052746, -0.03483424222026685]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
15        0.0  -0.337904  -1.091416   0.982865  -1.143636  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
15  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
15  -0.026389  -0.301406  -0.891742  -0.238293   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
15   1.768607  -0.186959  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_3_3', 'pixel_3_0', 'pixel_1_0', 'pixel_3_2', 'pixel_7_0', 'pixel_2_2', 'pixel_3_7', 'pixel_4_1', 'pixel_5_7']","[-0.03733266964732845, 0.5414947636938382, -0.026388990698462983, -0.05576317482402748, 0.4654268457405594, -0.0263889906984631, 0.20266732898477546, -0.0457389353746345, -0.6762261434446151, -0.0961539066298463]","[0.14286922136195818, -0.12635688176119592, -0.1235056572406159, -0.11072982739240395, -0.08944629523725683, 0.07211951787931452, 0.06527371832990439, 0.057560815522704666, -0.04739033623815842, 0.034003566595939096]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
16        0.0  -0.337904  -1.091416  -2.747414   0.265198   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
16  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
16  -0.026389  -0.301406  -1.086578  -2.729499   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
16  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_4_1', 'pixel_3_2', 'pixel_6_0', 'pixel_3_0', 'pixel_0_5', 'pixel_1_0', 'pixel_1_7', 'pixel_2_7', 'pixel_5_7', 'pixel_1_4']","[1.0441697871483242, 1.1075952349188443, -0.03963009454234691, -0.026388990698462983, 1.0864769486623194, -0.05576317482402748, -0.12605859208882483, -0.11565628382525205, -0.0961539066298463, 1.1708539528112176]","[0.23842729226697731, 0.08388172979212738, 0.0663414864205414, -0.06312892914390904, -0.06087395473409745, -0.04412035043522861, -0.0425013435735642, -0.03579686362686094, -0.033209203364203445, -0.027594657805541763]",4
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
17        0.0  -0.337904  -0.464321    0.51658  -0.439219  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
17  -0.407648  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
17  -0.026389  -0.301406  -0.696907     0.6676   -0.37387  -0.633398   

    pixel_7_6  pixel_7_7  
17  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_4', 'pixel_3_0', 'pixel_5_0', 'pixel_2_0', 'pixel_3_7', 'pixel_1_0', 'pixel_6_0', 'pixel_3_2', 'pixel_7_4', 'pixel_5_7']","[-1.6083072330269994, -0.026388990698462983, -0.05806465198722751, -0.03733266964732845, -0.0457389353746345, -0.05576317482402748, -0.03963009454234691, 0.4654268457405594, -0.373870316205782, -0.0961539066298463]","[0.1518323700618766, -0.08999592204884986, 0.06833198538857185, 0.06054569326925181, 0.055631214500440604, 0.05044758041706531, 0.050445174692820845, 0.04360304346160381, -0.0412783839343502, -0.039546177615793564]",0
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
18        0.0  -0.337904   0.580838   0.749722   0.969615   1.792374   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
18    1.40688  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
18  -0.026389  -0.301406   0.666942   0.894073   -0.78477  -1.144934   

    pixel_7_6  pixel_7_7  
18  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_0_7', 'pixel_3_7', 'pixel_5_0', 'pixel_6_0', 'pixel_2_0', 'pixel_4_4', 'pixel_6_5', 'pixel_1_7', 'pixel_3_0']","[-0.0961539066298463, -0.12238102150342442, -0.0457389353746345, -0.05806465198722751, -0.03963009454234691, -0.03733266964732845, 0.7897888972611937, -0.795900019828213, -0.12605859208882483, -0.026388990698462983]","[-0.026688057974477954, -0.021910699243910422, 0.019271985378878788, 0.018919391768056033, 0.01825331580713884, 0.01814941557090363, -0.014484126738236142, 0.013319551244222226, 0.00883920778775558, 0.0033939484072610677]",5
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
19        0.0  -0.337904  -0.464321   0.050295  -0.204413  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
19  -0.407648  -0.122381  -0.055763   0.630874  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
19  -0.026389  -0.301406  -0.696907   -0.01182   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
19   1.264993  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_3_3', 'pixel_4_6', 'pixel_3_0', 'pixel_4_1', 'pixel_4_4', 'pixel_3_2', 'pixel_3_7', 'pixel_2_7', 'pixel_2_1']","[-0.0263889906984631, 0.3716349131310691, -0.834989193608077, -0.026388990698462983, -0.6762261434446151, 0.9574542311900363, 0.6259689430351306, -0.0457389353746345, -0.11565628382525205, 1.7986292755980084]","[0.12710520658417215, 0.12292199207620227, 0.11152952572457543, 0.09862211272502855, 0.08843629194371781, 0.08737393117102035, 0.07534338108527368, 0.06054204430924533, 0.05674337294156629, 0.04699543447873185]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
20        0.0  -0.337904  -0.046258   0.283438   0.265198    0.38058   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
20  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.077935  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
20  -0.026389  -0.301406   0.277271     0.6676   0.858829   0.560186   

    pixel_7_6  pixel_7_7  
20  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_0', 'pixel_2_0', 'pixel_4_6', 'pixel_3_3', 'pixel_7_0', 'pixel_4_1', 'pixel_3_4', 'pixel_4_4', 'pixel_3_7', 'pixel_6_0']","[-0.026388990698462983, -0.03733266964732845, -0.834989193608077, 1.2209341659449149, -0.0263889906984631, -0.6762261434446151, 0.9861079709129972, 0.6221235633323511, -0.0457389353746345, -0.03963009454234691]","[-0.1741633120412732, -0.13866604096830928, 0.1136327939236665, 0.1108251693564815, 0.10815460480019463, 0.07185320436558594, 0.06670601615556945, 0.06285308089214525, 0.05960285525352408, -0.04539103013100396]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
21        0.0  -0.337904  -0.673353   0.050295   0.030392   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
21   2.314143    1.82084  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
21  -0.026389  -0.301406  -0.502071     0.6676   -1.81202  -1.144934   

    pixel_7_6  pixel_7_7  
21  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_3_0', 'pixel_7_4', 'pixel_1_0', 'pixel_6_5', 'pixel_3_3', 'pixel_7_5', 'pixel_5_0', 'pixel_2_1', 'pixel_3_7']","[-0.0263889906984631, -0.026388990698462983, -1.8120200334960161, -0.05576317482402748, -1.4595926520598348, -0.9872438913710841, -1.1449341114947411, -0.05806465198722751, -0.7229612307769555, -0.0457389353746345]","[-0.22491934303833622, -0.21335983070189926, 0.16054635167725329, -0.13647095371770732, 0.08853867131584545, 0.057494312920897295, -0.05164987522595047, -0.03665309475339479, 0.03456217192366845, 0.010325294525157054]",7
