instance,features,values,scores,target_label
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
10        0.0   2.906429   2.044059    0.51658  -1.613247  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
10  -0.407648  -0.122381  -0.055763   3.773215  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
10  -0.026389   2.799697   2.030791   0.894073   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
10   0.761379  -0.186959  

[1 rows x 64 columns]","['pixel_6_3', 'pixel_3_2', 'pixel_5_5', 'pixel_7_7', 'pixel_4_5', 'pixel_6_0', 'pixel_2_0', 'pixel_5_3', 'pixel_3_7', 'pixel_7_0']","[1.0321441044244517, -1.4610783217942955, -1.4582977690537675, -0.18695902517032026, -1.4832019545789719, -0.03963009454234691, -0.03733266964732845, 1.359136032693482, -0.0457389353746345, -0.0263889906984631]","[0.12096961770060134, 0.10341266115373185, 0.08999965150315294, -0.07309331837319115, 0.0709012862589812, -0.06701200144808618, 0.06373344319900613, 0.060179481799610815, -0.05704774843163536, 0.02187455298622997]",2
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
11        0.0  -0.337904  -0.255289   0.749722   0.734809  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
11  -0.407648  -0.122381  -0.055763   1.259342  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
11  -0.026389  -0.301406  -0.502071     0.6676   0.653379  -1.144934   

    pixel_7_6  pixel_7_7  
11  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_1_0', 'pixel_4_3', 'pixel_3_0', 'pixel_4_5', 'pixel_6_0', 'pixel_3_3', 'pixel_6_5', 'pixel_7_0', 'pixel_2_7']","[-0.03733266964732845, -0.05576317482402748, 1.1117819283740598, -0.026388990698462983, -1.4832019545789719, -0.03963009454234691, 0.7113546142566074, -1.4595926520598348, -0.0263889906984631, -0.11565628382525205]","[-0.16365484221115686, -0.1552442070609348, 0.1301270569493938, -0.12767553185426242, 0.0977238823725064, 0.08724305060487622, 0.08622049232994485, -0.07936719744709411, 0.07738906351982501, 0.07361408899864892]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
12        0.0  -0.337904  -0.882384  -0.649132   0.734809  -0.678265   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
12  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
12  -0.026389  -0.301406  -1.086578  -0.464767    0.44793   1.242234   

    pixel_7_6  pixel_7_7  
12   0.005958  -0.186959  

[1 rows x 64 columns]","['pixel_3_0', 'pixel_1_4', 'pixel_3_7', 'pixel_7_7', 'pixel_1_2', 'pixel_4_2', 'pixel_5_0', 'pixel_7_5', 'pixel_5_7', 'pixel_2_0']","[-0.026388990698462983, -0.6988403516346986, -0.0457389353746345, -0.18695902517032026, -0.990587716402106, 1.168801026934951, -0.05806465198722751, 1.242233932349305, -0.0961539066298463, -0.03733266964732845]","[-0.05984076316619398, 0.04031111705788648, -0.027471725790881238, 0.025078240387432088, 0.024994293008847167, 0.024478821854885386, 0.023336195440437982, 0.020830764057616587, -0.01970694265226684, 0.01334586758418264]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
13        0.0  -0.337904  -1.091416   0.050295   0.265198  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
13  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
13  -0.026389  -0.301406  -0.891742   -0.69124   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
13   0.257765  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_6_0', 'pixel_1_2', 'pixel_7_0', 'pixel_3_0', 'pixel_6_3', 'pixel_4_2', 'pixel_3_5', 'pixel_0_2', 'pixel_3_7']","[-0.0961539066298463, -0.03963009454234691, -0.990587716402106, -0.0263889906984631, -0.026388990698462983, 1.2227611302640529, 1.168801026934951, -1.289741786333269, -1.0914159193535042, -0.0457389353746345]","[-0.07402352828832418, -0.059504099082625495, 0.03228965170546986, -0.03042765912416602, 0.029113169418828643, 0.024585640440366093, 0.023061493294896138, 0.022249074967110344, 0.020345083351412028, 0.016983611552377022]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
14        0.0  -0.337904  -1.091416  -0.882274   0.030392  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
14  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
14  -0.026389  -0.301406  -1.086578   -1.37066   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
14   2.272221  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_2_0', 'pixel_3_7', 'pixel_4_2', 'pixel_6_3', 'pixel_1_2', 'pixel_5_7', 'pixel_1_5', 'pixel_6_2', 'pixel_1_0']","[-0.0263889906984631, -0.03733266964732845, -0.0457389353746345, 1.3273404903770434, 1.2227611302640529, -1.7236761925034711, -0.0961539066298463, -1.1957935326671636, -0.9824510438730701, -0.05576317482402748]","[-0.055691463699975303, 0.0432710143346135, -0.03892398741856991, 0.034736268315142226, 0.028448529195258546, 0.02493643901925426, -0.02260621039212526, 0.0218388074190593, -0.020415131709051664, 0.017746562272667035]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
15        0.0  -0.337904  -1.091416   0.982865  -1.143636  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
15  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
15  -0.026389  -0.301406  -0.891742  -0.238293   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
15   1.768607  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_1_4', 'pixel_6_3', 'pixel_4_2', 'pixel_5_5', 'pixel_1_5', 'pixel_3_5', 'pixel_1_0', 'pixel_0_2', 'pixel_7_0']","[-0.0961539066298463, -1.322071786450004, 1.2227611302640529, 1.168801026934951, 1.1920907985646103, -1.3612586560607807, -1.289741786333269, -0.05576317482402748, -1.0914159193535042, -0.0263889906984631]","[-0.05350342335146527, 0.03956444623137902, 0.02742784644465961, 0.02530665860880484, 0.022462389344202832, 0.022334478495948402, 0.021780794559822757, 0.020110881389922508, 0.019837244714636163, 0.0048631327268794915]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
16        0.0  -0.337904  -1.091416  -2.747414   0.265198   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
16  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
16  -0.026389  -0.301406  -1.086578  -2.729499   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
16  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_3', 'pixel_1_2', 'pixel_0_5', 'pixel_2_4', 'pixel_3_7', 'pixel_7_7', 'pixel_3_0', 'pixel_3_4', 'pixel_2_0', 'pixel_1_0']","[1.5538083129459637, -1.9069483115288126, 1.0864769486623194, 1.4299365216821271, -0.0457389353746345, -0.18695902517032026, -0.026388990698462983, 0.9861079709129972, -0.03733266964732845, -0.05576317482402748]","[0.15966606524514057, 0.10094326948157548, 0.08774937284612852, 0.08325639535719404, 0.07351450638657225, -0.06228887817251205, 0.05985016467406, 0.053637248816988205, 0.040210716710004035, 0.016769501308705838]",1
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
17        0.0  -0.337904  -0.464321    0.51658  -0.439219  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
17  -0.407648  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
17  -0.026389  -0.301406  -0.696907     0.6676   -0.37387  -0.633398   

    pixel_7_6  pixel_7_7  
17  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_4', 'pixel_4_4', 'pixel_1_0', 'pixel_4_3', 'pixel_2_0', 'pixel_7_7', 'pixel_1_7', 'pixel_3_3', 'pixel_2_7', 'pixel_6_0']","[-1.6083072330269994, -1.725191111671445, -0.05576317482402748, -1.4539201791413852, -0.03733266964732845, -0.18695902517032026, -0.12605859208882483, -1.4968234430593916, -0.11565628382525205, -0.03963009454234691]","[0.10820565852318377, 0.0969493467452593, 0.06647430397189175, 0.049826334160045734, -0.030477262533753078, 0.03010910518161803, 0.02995126344434484, 0.027591221899491335, 0.024113820538734232, -0.02307271331342007]",0
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
18        0.0  -0.337904   0.580838   0.749722   0.969615   1.792374   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
18    1.40688  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
18  -0.026389  -0.301406   0.666942   0.894073   -0.78477  -1.144934   

    pixel_7_6  pixel_7_7  
18  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_0_6', 'pixel_2_4', 'pixel_5_0', 'pixel_0_5', 'pixel_3_7', 'pixel_5_1', 'pixel_1_7', 'pixel_7_7', 'pixel_1_0', 'pixel_2_0']","[1.4068795821985798, -1.1456295187812857, -0.05806465198722751, 1.7923738064571664, -0.0457389353746345, 0.4633046000600399, -0.12605859208882483, -0.18695902517032026, -0.05576317482402748, -0.03733266964732845]","[0.08775884352223592, 0.07472188942427842, -0.07295838333610447, 0.05364099055966149, 0.04965182271013006, -0.0451891356985039, -0.042621806116765595, 0.03906514557124949, -0.03494176554688548, 0.03340122777486625]",5
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
19        0.0  -0.337904  -0.464321   0.050295  -0.204413  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
19  -0.407648  -0.122381  -0.055763   0.630874  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
19  -0.026389  -0.301406  -0.696907   -0.01182   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
19   1.264993  -0.186959  

[1 rows x 64 columns]","['pixel_4_3', 'pixel_1_5', 'pixel_3_7', 'pixel_6_4', 'pixel_3_3', 'pixel_0_7', 'pixel_7_0', 'pixel_0_6', 'pixel_6_0', 'pixel_3_0']","[0.9514255466543443, 1.2861833182370934, -0.0457389353746345, -1.8081703805353915, 0.3716349131310691, -0.12238102150342442, -0.0263889906984631, -0.4076478310723484, -0.03963009454234691, -0.026388990698462983]","[0.12345595607442818, 0.10547334022340778, 0.09746100720931963, 0.08706591399263504, 0.08445837664610763, 0.082604209831124, 0.07992860586790122, 0.07261349675682018, 0.022005975147308003, -0.012041240010793633]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
20        0.0  -0.337904  -0.046258   0.283438   0.265198    0.38058   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
20  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.077935  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
20  -0.026389  -0.301406   0.277271     0.6676   0.858829   0.560186   

    pixel_7_6  pixel_7_7  
20  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_1_0', 'pixel_3_3', 'pixel_4_3', 'pixel_1_5', 'pixel_6_7', 'pixel_0_6', 'pixel_4_6', 'pixel_3_0', 'pixel_6_0']","[-0.03733266964732845, -0.05576317482402748, 1.2209341659449149, 1.1117819283740598, 1.2861833182370934, -0.19745099779252528, -0.4076478310723484, -0.834989193608077, -0.026388990698462983, -0.03963009454234691]","[-0.2585721527126904, -0.1807286881419951, 0.1508106856255405, 0.11396222764909883, 0.09405813837680992, 0.0887020463942393, 0.08847819551075113, 0.06896556437242007, 0.06843497074052372, -0.06496767859657027]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
21        0.0  -0.337904  -0.673353   0.050295   0.030392   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
21   2.314143    1.82084  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
21  -0.026389  -0.301406  -0.502071     0.6676   -1.81202  -1.144934   

    pixel_7_6  pixel_7_7  
21  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_0_7', 'pixel_7_4', 'pixel_6_5', 'pixel_3_3', 'pixel_3_7', 'pixel_1_0', 'pixel_3_0', 'pixel_2_7', 'pixel_7_3', 'pixel_7_0']","[1.820840281263657, -1.8120200334960161, -1.4595926520598348, -0.9872438913710841, -0.0457389353746345, -0.05576317482402748, -0.026388990698462983, -0.11565628382525205, 0.6675996324430076, -0.0263889906984631]","[0.1329251435145112, 0.09375876027638641, 0.09283342680187195, 0.07266504404331413, 0.0656026146166401, 0.05984562663076447, 0.044537724985552155, 0.044040779293853895, -0.03813893271235797, 0.037185625755295236]",7
