instance,features,values,scores,target_label
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
10        0.0      0.375     0.9375      0.875     0.3125        0.0   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
10        0.0        0.0        0.0      0.875  ...     0.9375        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
10        0.0   0.333333        1.0        1.0        1.0     0.9375   

    pixel_7_6  pixel_7_7  
10     0.3125        0.0  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_7_7', 'pixel_7_6', 'pixel_5_5', 'pixel_3_2', 'pixel_4_5', 'pixel_6_7', 'pixel_6_6', 'pixel_6_0', 'pixel_3_0']","[0.0, 0.0, 0.3125, 0.0, 0.0, 0.0, 0.0, 0.9375, 0.0, 0.0]","[-0.06700854735551334, -0.04282463659870876, 0.035508269597936265, 0.03104171198488435, 0.030907951858728, 0.025296104216464787, -0.024541593527332435, 0.023700195975982184, -0.021431423703119137, -0.01664624098530982]",2
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
11        0.0        0.0       0.25     0.9375     0.9375       0.25   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
11        0.0        0.0        0.0      0.375  ...        0.0        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
11        0.0        0.0     0.1875     0.9375     0.9375        0.0   

    pixel_7_6  pixel_7_7  
11        0.0        0.0  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_5_2', 'pixel_4_6', 'pixel_1_0', 'pixel_7_7', 'pixel_3_0', 'pixel_5_7', 'pixel_4_5', 'pixel_7_0', 'pixel_4_3']","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[-0.18602548033695562, 0.1591689201347791, 0.15226513888431947, -0.1462174621909365, 0.10079961734807821, 0.0598931338657226, 0.059536697372757415, 0.05949287838075004, 0.056790996422128495, 0.05273508052359568]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
12        0.0        0.0     0.0625     0.5625     0.9375      0.125   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
12        0.0        0.0        0.0        0.0  ...     0.9375        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
12        0.0        0.0        0.0      0.625      0.875      0.875   

    pixel_7_6  pixel_7_7  
12      0.125        0.0  

[1 rows x 64 columns]","['pixel_2_5', 'pixel_2_0', 'pixel_5_7', 'pixel_6_6', 'pixel_7_0', 'pixel_1_5', 'pixel_2_4', 'pixel_5_6', 'pixel_4_6', 'pixel_6_0']","[0.0, 0.0, 0.0, 0.9375, 0.0, 0.0625, 0.0, 0.75, 0.5, 0.0]","[0.04852482363847915, -0.041837611137002045, -0.034877320410681284, 0.02772479533519861, -0.025641119282881177, 0.025517332104530895, 0.022776076481114828, 0.021245482072488366, 0.01752427163570127, 0.008540544347302701]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
13        0.0        0.0        0.0       0.75     0.8125        0.0   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
13        0.0        0.0        0.0        0.0  ...        0.5        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
13        0.0        0.0     0.0625     0.5625     0.9375     0.6875   

    pixel_7_6  pixel_7_7  
13     0.1875        0.0  

[1 rows x 64 columns]","['pixel_2_5', 'pixel_1_5', 'pixel_5_7', 'pixel_6_6', 'pixel_7_6', 'pixel_1_0', 'pixel_0_6', 'pixel_3_4', 'pixel_2_6', 'pixel_5_0']","[0.0, 0.0, 0.0, 0.5, 0.1875, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.05546289922912878, 0.03787405507734561, -0.03520655313092531, 0.027240591218937883, 0.026983061329517, 0.020785147444269438, 0.016916128765565773, 0.01574286250653171, 0.01556425315955081, 0.007483996573231125]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
14        0.0        0.0        0.0        0.5       0.75     0.0625   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
14        0.0        0.0        0.0        0.0  ...     0.9375        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
14        0.0        0.0        0.0      0.375        1.0        1.0   

    pixel_7_6  pixel_7_7  
14     0.6875        0.0  

[1 rows x 64 columns]","['pixel_2_5', 'pixel_1_5', 'pixel_5_6', 'pixel_6_6', 'pixel_1_0', 'pixel_7_0', 'pixel_5_7', 'pixel_3_4', 'pixel_7_5', 'pixel_2_0']","[0.0, 0.0625, 0.5625, 0.9375, 0.0, 0.0, 0.0, 0.0625, 1.0, 0.0]","[0.051326254992477, 0.03282700751035232, 0.030367343570409776, 0.027998704442216086, 0.025327880913513203, 0.022683604702921058, -0.020338099463344358, 0.018771494011599155, 0.01571739091130883, 0.01402648442011689]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
15        0.0        0.0        0.0        1.0     0.4375        0.0   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
15        0.0        0.0        0.0        0.0  ...     0.9375        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
15        0.0        0.0     0.0625     0.6875        1.0     0.9375   

    pixel_7_6  pixel_7_7  
15     0.5625        0.0  

[1 rows x 64 columns]","['pixel_2_5', 'pixel_1_5', 'pixel_6_6', 'pixel_2_4', 'pixel_3_7', 'pixel_5_6', 'pixel_7_6', 'pixel_6_0', 'pixel_1_0', 'pixel_7_0']","[0.0, 0.0, 0.9375, 0.0, 0.0, 0.5, 0.5625, 0.0, 0.0, 0.0]","[0.05353935725064989, 0.03468229223508438, 0.029604879392611166, 0.025482363135250072, 0.023810583417735922, 0.022587204193490376, 0.018172611898722973, 0.015445536610856408, 0.012010841659769955, -0.007846012150968588]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
16        0.0        0.0        0.0        0.0     0.8125       0.75   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
16        0.0        0.0        0.0        0.0  ...        0.0        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
16        0.0        0.0        0.0        0.0     0.9375     0.6875   

    pixel_7_6  pixel_7_7  
16        0.0        0.0  

[1 rows x 64 columns]","['pixel_7_7', 'pixel_1_2', 'pixel_1_1', 'pixel_2_3', 'pixel_2_4', 'pixel_5_6', 'pixel_5_4', 'pixel_6_1', 'pixel_1_0', 'pixel_7_0']","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[-0.110058482907256, 0.08004291971056726, 0.07182088605561547, 0.06688130734149893, 0.06595273421407298, 0.059261075783056685, 0.04675965261490092, 0.04335120501051492, 0.040915372826051656, -0.02783375100710733]",1
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
17        0.0        0.0     0.1875      0.875      0.625     0.0625   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
17        0.0        0.0        0.0      0.125  ...        0.0        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
17        0.0        0.0      0.125     0.9375      0.625     0.1875   

    pixel_7_6  pixel_7_7  
17        0.0        0.0  

[1 rows x 64 columns]","['pixel_4_4', 'pixel_3_4', 'pixel_2_0', 'pixel_4_3', 'pixel_3_6', 'pixel_4_6', 'pixel_7_0', 'pixel_3_7', 'pixel_1_0', 'pixel_5_7']","[0.0, 0.0, 0.0, 0.0, 0.5333333333333333, 0.5, 0.0, 0.0, 0.0, 0.0]","[0.05292143493822156, 0.0436954707182781, 0.027020675656894103, 0.026198689786448154, 0.022906594957369446, 0.018442208451153304, 0.016623632885466175, 0.016069617661280986, 0.014220811147998317, 0.011295628675192916]",0
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
18        0.0        0.0        0.5     0.9375        1.0        1.0   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
18      0.375        0.0        0.0      0.125  ...        0.0        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
18        0.0        0.0     0.5625        1.0        0.5        0.0   

    pixel_7_6  pixel_7_7  
18        0.0        0.0  

[1 rows x 64 columns]","['pixel_2_5', 'pixel_7_0', 'pixel_2_4', 'pixel_3_0', 'pixel_2_6', 'pixel_0_6', 'pixel_4_1', 'pixel_0_5', 'pixel_7_1', 'pixel_0_1']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.375, 0.7142857142857142, 1.0, 0.0, 0.0]","[0.1512780620549005, -0.07135745258150318, 0.06378343441889192, 0.06090853853932303, 0.05730235323559228, 0.04938370211340726, 0.04519633683759016, 0.044677328042150216, -0.04340035332738004, -0.04071878151308342]",5
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
19        0.0        0.0     0.1875       0.75     0.6875       0.25   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
19        0.0        0.0        0.0       0.25  ...        0.5        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
19        0.0        0.0      0.125       0.75        1.0        1.0   

    pixel_7_6  pixel_7_7  
19     0.4375        0.0  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_4_6', 'pixel_7_7', 'pixel_5_3', 'pixel_4_3', 'pixel_1_0', 'pixel_5_2', 'pixel_6_7', 'pixel_2_5', 'pixel_7_0']","[0.0, 0.0, 0.0, 1.0, 0.9375, 0.0, 0.3125, 0.0, 0.75, 0.0]","[-0.1838000330465775, 0.1547611933365122, 0.10421314369483095, 0.07103207376551225, 0.06631833125677558, -0.06556545604967386, -0.06407300956436199, 0.05590624898875422, 0.05568634656337314, -0.04656857041034991]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
20        0.0        0.0     0.3125     0.8125     0.8125        0.5   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
20        0.0        0.0        0.0        0.0  ...       0.25        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
20        0.0        0.0     0.4375     0.9375        1.0      0.625   

    pixel_7_6  pixel_7_7  
20        0.0        0.0  

[1 rows x 64 columns]","['pixel_1_0', 'pixel_4_6', 'pixel_5_2', 'pixel_3_7', 'pixel_7_7', 'pixel_6_7', 'pixel_4_3', 'pixel_6_2', 'pixel_2_6', 'pixel_2_0']","[0.0, 0.0, 0.9375, 0.0, 0.0, 0.0, 1.0, 0.875, 0.5625, 0.0]","[-0.17111116329434845, 0.15981146472673255, 0.14722296831059445, 0.09197781465624363, 0.08764840662747582, 0.06269662660495906, 0.05875016823592247, 0.05381699344041445, 0.05047270168708829, -0.02299347035644692]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
21        0.0        0.0      0.125       0.75       0.75       0.75   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
21     0.5625   0.142857        0.0        0.0  ...        0.0        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
21        0.0        0.0     0.1875     0.9375     0.1875        0.0   

    pixel_7_6  pixel_7_7  
21        0.0        0.0  

[1 rows x 64 columns]","['pixel_6_5', 'pixel_0_7', 'pixel_6_0', 'pixel_7_5', 'pixel_1_7', 'pixel_6_6', 'pixel_2_0', 'pixel_7_4', 'pixel_7_6', 'pixel_7_0']","[0.0, 0.14285714285714285, 0.0, 0.0, 0.41666666666666663, 0.0, 0.0, 0.1875, 0.0, 0.0]","[0.05450881267335164, 0.05105287091221554, -0.0509419100333189, 0.04024413295183074, 0.02960162523190907, 0.025619772589718003, -0.023484701483475045, 0.02231546205781296, 0.02147642905908697, 0.015515521280150435]",7
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
22        0.0        0.0      0.625        1.0        0.5        0.0   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
22        0.0        0.0        0.0     0.4375  ...       0.75        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
22        0.0        0.0     0.4375     0.9375        1.0      0.875   

    pixel_7_6  pixel_7_7  
22      0.125        0.0  

[1 rows x 64 columns]","['pixel_5_2', 'pixel_4_6', 'pixel_2_0', 'pixel_1_0', 'pixel_7_7', 'pixel_3_0', 'pixel_6_0', 'pixel_7_0', 'pixel_4_3', 'pixel_1_7']","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8125, 0.0]","[0.16157539779509864, 0.15675099051057984, -0.15656859118174785, -0.10573565634461085, 0.08374978505839405, 0.07557990079900763, 0.06651890400340088, 0.059966027092534485, 0.056662268645849105, 0.05224471550455594]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
23        0.0        0.0     0.1875     0.9375     0.1875        0.0   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
23        0.0        0.0        0.0        0.0  ...        0.0        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
23        0.0        0.0       0.25        1.0     0.3125        0.0   

    pixel_7_6  pixel_7_7  
23        0.0        0.0  

[1 rows x 64 columns]","['pixel_2_7', 'pixel_4_1', 'pixel_5_0', 'pixel_3_6', 'pixel_7_0', 'pixel_3_0', 'pixel_6_6', 'pixel_1_5', 'pixel_7_6', 'pixel_3_7']","[0.0, 0.8571428571428571, 0.0, 0.5333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.080048560617161, 0.057378917539336036, -0.05206709667597488, 0.049082126336914604, 0.04562221682353994, -0.04203324648347834, 0.04192556810481407, 0.037568277121143696, 0.02991315531986393, -0.02358173271484323]",4
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
24        0.0        0.0     0.6875        1.0       0.75       0.75   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
24        1.0        0.5        0.0     0.1875  ...        0.0        0.0   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
24        0.0        0.0       0.75       0.75        0.0        0.0   

    pixel_7_6  pixel_7_7  
24        0.0        0.0  

[1 rows x 64 columns]","['pixel_7_5', 'pixel_6_5', 'pixel_0_7', 'pixel_1_7', 'pixel_7_0', 'pixel_1_0', 'pixel_3_6', 'pixel_7_4', 'pixel_6_6', 'pixel_2_0']","[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.7333333333333333, 0.0, 0.0, 0.0]","[0.04756753840244587, 0.045995987089526805, 0.040877889923993875, -0.0343688548653225, 0.031559898270849276, 0.02256712567294855, 0.022302040800570872, 0.02153384541023756, 0.02080551721694303, 0.01883962478138137]",7
