instance,features,values,scores,target_label
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
10        0.0   2.906429   2.044059    0.51658  -1.613247  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
10  -0.407648  -0.122381  -0.055763   3.773215  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
10  -0.026389   2.799697   2.030791   0.894073   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
10   0.761379  -0.186959  

[1 rows x 64 columns]","['pixel_7_7', 'pixel_1_0', 'pixel_2_0', 'pixel_6_7', 'pixel_7_0', 'pixel_5_5', 'pixel_4_5', 'pixel_7_6', 'pixel_3_7', 'pixel_3_0']","[-0.18695902517032026, -0.05576317482402748, -0.03733266964732845, -0.19745099779252528, -0.0263889906984631, -1.4582977690537675, -1.4832019545789719, 0.7613788765018833, -0.0457389353746345, -0.026388990698462983]","[-0.15417185112682075, -0.1284278827868507, -0.12747730408909158, -0.11999819357128813, -0.09479164536721121, 0.05095041326099138, 0.04059653677440716, 0.040414630537104736, 0.02580440918032142, 0.01639436140248027]",2
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
11        0.0  -0.337904  -0.255289   0.749722   0.734809  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
11  -0.407648  -0.122381  -0.055763   1.259342  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
11  -0.026389  -0.301406  -0.502071     0.6676   0.653379  -1.144934   

    pixel_7_6  pixel_7_7  
11  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_7', 'pixel_5_0', 'pixel_4_3', 'pixel_5_7', 'pixel_4_4', 'pixel_4_5', 'pixel_6_7', 'pixel_4_6', 'pixel_0_7', 'pixel_3_0']","[-0.0457389353746345, -0.05806465198722751, 1.1117819283740598, -0.0961539066298463, -0.886864442027232, -1.4832019545789719, -0.19745099779252528, -0.834989193608077, -0.12238102150342442, -0.026388990698462983]","[0.19868666089482218, 0.18978884556426562, 0.13332651441809965, 0.13244698417065315, -0.12475342977510853, 0.11337654782987452, 0.09266078817404168, 0.08295084097821055, 0.07939754699860466, 0.05609989055629981]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
12        0.0  -0.337904  -0.882384  -0.649132   0.734809  -0.678265   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
12  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
12  -0.026389  -0.301406  -1.086578  -0.464767    0.44793   1.242234   

    pixel_7_6  pixel_7_7  
12   0.005958  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_2_0', 'pixel_1_5', 'pixel_5_6', 'pixel_6_6', 'pixel_3_7', 'pixel_2_7', 'pixel_1_2', 'pixel_7_0', 'pixel_3_0']","[-0.0961539066298463, -0.03733266964732845, -1.1957935326671636, 1.9802265251034978, 2.346647596118131, -0.0457389353746345, -0.11565628382525205, -0.990587716402106, -0.0263889906984631, -0.026388990698462983]","[-0.34607213224075084, 0.07182278654114903, 0.07173858354602268, 0.06702743347267395, 0.06346935155399447, 0.05663688083208017, 0.048830527369213846, 0.04533390474698524, 0.0341854213302342, 0.008568661179432273]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
13        0.0  -0.337904  -1.091416   0.050295   0.265198  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
13  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
13  -0.026389  -0.301406  -0.891742   -0.69124   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
13   0.257765  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_3_7', 'pixel_1_5', 'pixel_6_6', 'pixel_5_0', 'pixel_3_4', 'pixel_1_2', 'pixel_7_0', 'pixel_3_5', 'pixel_3_0']","[-0.0961539066298463, -0.0457389353746345, -1.3612586560607807, 0.9029211025797651, -0.05806465198722751, -1.6083072330269994, -0.990587716402106, -0.0263889906984631, -1.289741786333269, -0.026388990698462983]","[-0.347155406372528, 0.11995632252410048, 0.08073875058317101, 0.06184430524169348, 0.05564420937838169, 0.05356856592282959, 0.05057841519432281, 0.048648899790440986, 0.048171098435630555, -0.03829956853223259]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
14        0.0  -0.337904  -1.091416  -0.882274   0.030392  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
14  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
14  -0.026389  -0.301406  -1.086578   -1.37066   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
14   2.272221  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_7_0', 'pixel_2_0', 'pixel_1_5', 'pixel_5_6', 'pixel_5_0', 'pixel_1_2', 'pixel_6_6', 'pixel_1_0', 'pixel_3_0']","[-0.0961539066298463, -0.0263889906984631, -0.03733266964732845, -1.1957935326671636, 1.2865760375987298, -0.05806465198722751, -1.7236761925034711, 2.346647596118131, -0.05576317482402748, -0.026388990698462983]","[-0.3824063613704981, -0.08823300688942616, 0.07251868416184491, 0.06866900876607077, 0.06633377040516125, 0.061006927654904744, 0.0584601198001886, 0.055819742355840044, 0.05411104229302966, 0.009448210609507795]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
15        0.0  -0.337904  -1.091416   0.982865  -1.143636  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
15  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.346648  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
15  -0.026389  -0.301406  -0.891742  -0.238293   0.858829   1.412746   

    pixel_7_6  pixel_7_7  
15   1.768607  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_2_0', 'pixel_3_7', 'pixel_6_0', 'pixel_1_5', 'pixel_6_6', 'pixel_3_5', 'pixel_2_4', 'pixel_7_0', 'pixel_3_0']","[-0.0961539066298463, -0.03733266964732845, -0.0457389353746345, -0.03963009454234691, -1.3612586560607807, 2.346647596118131, -1.289741786333269, -1.1456295187812857, -0.0263889906984631, -0.026388990698462983]","[-0.46472599253922525, -0.13944697907733122, 0.11200317723730012, 0.07443650617314801, 0.06236322896218908, 0.05676651098778325, 0.04929356797656662, 0.04665085091606545, 0.04620441017368219, -0.03582971695690336]",6
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
16        0.0  -0.337904  -1.091416  -2.747414   0.265198   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
16  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
16  -0.026389  -0.301406  -1.086578  -2.729499   0.653379   0.730698   

    pixel_7_6  pixel_7_7  
16  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_3', 'pixel_3_7', 'pixel_2_4', 'pixel_3_0', 'pixel_6_7', 'pixel_6_0', 'pixel_1_0', 'pixel_1_2', 'pixel_5_4', 'pixel_5_0']","[1.5538083129459637, -0.0457389353746345, 1.4299365216821271, -0.026388990698462983, -0.19745099779252528, -0.03963009454234691, -0.05576317482402748, -1.9069483115288126, 1.3234166863398549, -0.05806465198722751]","[0.05446492635919101, -0.05286239532905476, 0.04654677707429898, 0.0415985281901261, -0.04082991223223583, 0.03615111683500295, 0.03377193387225726, 0.029699957617827854, 0.02710871039359395, 0.018586208033083505]",1
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
17        0.0  -0.337904  -0.464321    0.51658  -0.439219  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
17  -0.407648  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
17  -0.026389  -0.301406  -0.696907     0.6676   -0.37387  -0.633398   

    pixel_7_6  pixel_7_7  
17  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_4', 'pixel_4_4', 'pixel_5_0', 'pixel_4_3', 'pixel_3_3', 'pixel_1_0', 'pixel_3_6', 'pixel_3_0', 'pixel_2_0', 'pixel_2_7']","[-1.6083072330269994, -1.725191111671445, -0.05806465198722751, -1.4539201791413852, -1.4968234430593916, -0.05576317482402748, 1.531865794412042, -0.026388990698462983, -0.03733266964732845, -0.11565628382525205]","[0.1932770170271289, 0.19246074901599705, 0.14624754057403133, 0.1383426704622089, 0.12257210018113551, 0.12085082221891316, 0.11812063382556882, 0.10254295563102905, 0.09157818696793016, 0.08187039516755992]",0
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
18        0.0  -0.337904   0.580838   0.749722   0.969615   1.792374   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
18    1.40688  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
18  -0.026389  -0.301406   0.666942   0.894073   -0.78477  -1.144934   

    pixel_7_6  pixel_7_7  
18  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_1_0', 'pixel_0_6', 'pixel_3_7', 'pixel_0_5', 'pixel_5_7', 'pixel_2_4', 'pixel_5_0', 'pixel_7_0', 'pixel_5_2', 'pixel_0_1']","[-0.05576317482402748, 1.4068795821985798, -0.0457389353746345, 1.7923738064571664, -0.0961539066298463, -1.1456295187812857, -0.05806465198722751, -0.0263889906984631, -0.9083631755352793, -0.3379043523106069]","[-0.10095519469418912, 0.059378326210251485, -0.05195817453408604, 0.05010028697622343, 0.04975137645149751, 0.046389844113066306, 0.04497698432842639, 0.043152296206055436, 0.04049331630188815, -0.03596725483398674]",5
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
19        0.0  -0.337904  -0.464321   0.050295  -0.204413  -0.325317   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
19  -0.407648  -0.122381  -0.055763   0.630874  ...   0.902921  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
19  -0.026389  -0.301406  -0.696907   -0.01182   0.858829   1.583258   

    pixel_7_6  pixel_7_7  
19   1.264993  -0.186959  

[1 rows x 64 columns]","['pixel_5_0', 'pixel_3_0', 'pixel_2_7', 'pixel_5_7', 'pixel_4_3', 'pixel_4_4', 'pixel_4_1', 'pixel_3_3', 'pixel_4_6', 'pixel_6_7']","[-0.05806465198722751, -0.026388990698462983, -0.11565628382525205, -0.0961539066298463, 0.9514255466543443, 0.9574542311900363, -0.6762261434446151, 0.3716349131310691, -0.834989193608077, -0.19745099779252528]","[0.20505469177872987, 0.18743308997368066, 0.17499990880222763, 0.17476628493490587, 0.11652333176375851, 0.09748814669060384, 0.07241316733804987, 0.06986865725100173, 0.06925684385159249, 0.057875327074973275]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
20        0.0  -0.337904  -0.046258   0.283438   0.265198    0.38058   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
20  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.077935  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
20  -0.026389  -0.301406   0.277271     0.6676   0.858829   0.560186   

    pixel_7_6  pixel_7_7  
20  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_0', 'pixel_5_7', 'pixel_4_3', 'pixel_2_7', 'pixel_4_4', 'pixel_3_3', 'pixel_3_7', 'pixel_3_4', 'pixel_3_0', 'pixel_7_0']","[-0.05806465198722751, -0.0961539066298463, 1.1117819283740598, -0.11565628382525205, 0.6221235633323511, 1.2209341659449149, -0.0457389353746345, 0.9861079709129972, -0.026388990698462983, -0.0263889906984631]","[0.18027303649895493, 0.16536937610820182, 0.12294241732988213, 0.1119493048938963, 0.1104179881727813, 0.10672003543596807, 0.09328738420280445, 0.09250676202977554, 0.08967848929862846, 0.08054573627386816]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
21        0.0  -0.337904  -0.673353   0.050295   0.030392   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
21   2.314143    1.82084  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
21  -0.026389  -0.301406  -0.502071     0.6676   -1.81202  -1.144934   

    pixel_7_6  pixel_7_7  
21  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_0_7', 'pixel_7_4', 'pixel_2_0', 'pixel_6_5', 'pixel_3_7', 'pixel_5_7', 'pixel_6_0', 'pixel_1_7', 'pixel_0_6', 'pixel_5_0']","[1.820840281263657, -1.8120200334960161, -0.03733266964732845, -1.4595926520598348, -0.0457389353746345, -0.0961539066298463, -0.03963009454234691, 6.485116474759398, 2.314143288834044, -0.05806465198722751]","[0.19382415097965344, 0.0858525493391851, -0.06754867009485827, 0.05880788748019602, 0.0527524689813638, 0.04959780489329458, 0.03760101969846619, 0.03646422188230438, 0.03455906635217549, 0.025810772521150546]",7
